"","affy_hg_u133_plus_2","external_gene_name"
"861","202074_s_at","OPTN"
"862","202073_at","OPTN"
"863","203110_at","PTK2B"
"864","203111_s_at","PTK2B"
"865","203401_at","PRPS2"
"866","203686_at","MPG"
"867","203335_at","PHYH"
"868","203289_s_at","NPRL3"
"869","203600_s_at","FAM193A"
"870","200736_s_at","GPX1P1"
"871","204018_x_at","HBA2"
"872","204018_x_at","HBA1"
"873","203569_s_at","OFD1"
"874","204554_at","PPP1R3D"
"875","204555_s_at","PPP1R3D"
"876","201114_x_at","PSMA7"
"877","203299_s_at","AP1S2"
"878","203300_x_at","AP1S2"
"879","204599_s_at","MRPL28"
"880","204857_at","MAD1L1"
"881","201092_at","RBBP7"
"882","201281_at","ADRM1"
"883","204857_at","AC069288.1"
"884","202389_s_at","HTT"
"885","202390_s_at","HTT"
"886","204766_s_at","NUDT1"
"887","200834_s_at","RPS21"
"888","204275_at","CAPN15"
"889","202390_s_at","MSANTD1"
"890","203462_x_at","EIF3B"
"891","204144_s_at","PIGQ"
"892","202841_x_at","OGFR"
"893","203941_at","INTS9"
"894","204724_s_at","COL9A3"
"895","203882_at","AL136295.5"
"896","201980_s_at","RSU1"
"897","201186_at","LRPAP1"
"898","204849_at","TCFL5"
"899","204202_at","IQCE"
"900","201108_s_at","THBS1"
"901","201107_s_at","THBS1"
"902","201110_s_at","THBS1"
"903","201109_s_at","THBS1"
"904","202962_at","KIF13B"
"905","201426_s_at","VIM"
"906","200007_at","SRP14"
"907","204015_s_at","DUSP4"
"908","204014_at","DUSP4"
"909","203755_at","BUB1B"
"910","203544_s_at","STAM"
"911","200847_s_at","SARAF"
"912","204438_at","MRC1"
"913","202594_at","LEPROTL1"
"914","202595_s_at","LEPROTL1"
"915","203261_at","DCTN6"
"916","204046_at","PLCB2"
"917","202517_at","CRMP1"
"918","202680_at","GTF2E2"
"919","202085_at","AL358113.1"
"920","203682_s_at","IVD"
"921","201374_x_at","PPP2CB"
"922","201375_s_at","PPP2CB"
"923","202085_at","TJP2"
"924","202908_at","WFS1"
"925","202031_s_at","WIPI2"
"926","204710_s_at","WIPI2"
"927","203051_at","BAHD1"
"928","200979_at","PDHA1"
"929","200980_s_at","PDHA1"
"930","204540_at","EEF1A2"
"931","204885_s_at","MSLN"
"932","204351_at","S100P"
"933","200801_x_at","ACTB"
"934","201564_s_at","FSCN1"
"935","204867_at","GCHFR"
"936","203563_at","AFAP1"
"937","203541_s_at","KLF9"
"938","203542_s_at","KLF9"
"939","203543_s_at","KLF9"
"940","201973_s_at","CCZ1"
"941","201974_s_at","CCZ1"
"942","201018_at","EIF1AX"
"943","201019_s_at","EIF1AX"
"944","201017_at","EIF1AX"
"945","201016_at","EIF1AX"
"946","203843_at","RPS6KA3"
"947","202826_at","SPINT1"
"948","203961_at","NEBL"
"949","203962_s_at","NEBL"
"950","202138_x_at","AIMP2"
"951","204241_at","ACOX3"
"952","204242_s_at","ACOX3"
"953","203174_s_at","ARFRP1"
"954","204562_at","IRF4"
"955","200699_at","KDELR2"
"956","200698_at","KDELR2"
"957","200700_s_at","KDELR2"
"958","201379_s_at","TPD52L2"
"959","204125_at","NDUFAF1"
"960","201012_at","ANXA1"
"961","200611_s_at","WDR1"
"962","200609_s_at","WDR1"
"963","204875_s_at","GMDS"
"964","202265_at","BMI1"
"965","200012_x_at","AC087343.1"
"966","203919_at","TCEA2"
"967","200060_s_at","RNPS1P1"
"968","204336_s_at","RGS19"
"969","201973_s_at","CCZ1B"
"970","201974_s_at","CCZ1B"
"971","202043_s_at","SMS"
"972","204874_x_at","BAIAP3"
"973","204479_at","OSTF1"
"974","201923_at","PRDX4"
"975","200641_s_at","YWHAZP3"
"976","203225_s_at","RFK"
"977","203224_at","RFK"
"978","203814_s_at","NQO2"
"979","203455_s_at","SAT1"
"980","200032_s_at","RPL9P7"
"981","204002_s_at","ICA1"
"982","204141_at","TUBB2A"
"983","202154_x_at","TUBB2A"
"984","202154_x_at","TUBB2B"
"985","204835_at","POLA1"
"986","201848_s_at","BNIP3P1"
"987","204525_at","PHF14"
"988","200705_s_at","EEF1B2P3"
"989","202615_at","GNAQ"
"990","204548_at","STAR"
"991","202127_at","PRPF4B"
"992","202126_at","PRPF4B"
"993","203534_at","LSM1"
"994","204872_at","TLE4"
"995","204792_s_at","IFT140"
"996","203881_s_at","DMD"
"997","204304_s_at","PROM1"
"998","203099_s_at","CDYL"
"999","203098_at","CDYL"
"1000","203100_s_at","CDYL"
"1001","204496_at","STRN3"
"1002","204282_s_at","FARS2"
"1003","204283_at","FARS2"
"1004","203222_s_at","TLE1"
"1005","203220_s_at","TLE1"
"1006","203221_at","TLE1"
"1007","203305_at","F13A1"
"1008","203704_s_at","RREB1"
"1009","204862_s_at","NME3"
"1010","200889_s_at","SSR1"
"1011","201894_s_at","SSR1"
"1012","200890_s_at","SSR1"
"1013","200891_s_at","SSR1"
"1014","200097_s_at","HNRNPK"
"1015","200775_s_at","HNRNPK"
"1016","201351_s_at","YME1L1"
"1017","201352_at","YME1L1"
"1018","202820_at","AHR"
"1019","200097_s_at","MIR7-1"
"1020","200775_s_at","MIR7-1"
"1021","202623_at","EAPP"
"1022","203667_at","TBCAP1"
"1023","200606_at","DSP"
"1024","203107_x_at","RPS2"
"1025","203923_s_at","CYBB"
"1026","203922_s_at","CYBB"
"1027","203303_at","DYNLT3"
"1028","204500_s_at","AGTPBP1"
"1029","203605_at","SRP54"
"1030","203107_x_at","SNORA10"
"1031","203107_x_at","SNORA64"
"1032","204905_s_at","EEF1E1"
"1033","204659_s_at","TBL3"
"1034","204456_s_at","GAS1"
"1035","204457_s_at","GAS1"
"1036","202242_at","TSPAN7"
"1037","204659_s_at","GFER"
"1038","204660_at","GFER"
"1039","203139_at","DAPK1"
"1040","202713_s_at","PRORP"
"1041","202714_s_at","PRORP"
"1042","200012_x_at","RPL21P75"
"1043","202713_s_at","AL121594.1"
"1044","204654_s_at","TFAP2A"
"1045","204653_at","TFAP2A"
"1046","201502_s_at","NFKBIA"
"1047","202087_s_at","CTSL"
"1048","201443_s_at","ATP6AP2"
"1049","201444_s_at","ATP6AP2"
"1050","203304_at","BAMBI"
"1051","200012_x_at","RPL21P93"
"1052","200911_s_at","TACC1"
"1053","202566_s_at","SVIL"
"1054","202565_s_at","SVIL"
"1055","204170_s_at","CKS2"
"1056","203528_at","SEMA4D"
"1057","202397_at","NUTF2P2"
"1058","202612_s_at","CXorf38"
"1059","201257_x_at","RPS3AP47"
"1060","201897_s_at","CKS1BP2"
"1061","202611_s_at","MED14"
"1062","202612_s_at","MED14"
"1063","202610_s_at","MED14"
"1064","201386_s_at","DHX15"
"1065","201385_at","DHX15"
"1066","204680_s_at","RAPGEF5"
"1067","204681_s_at","RAPGEF5"
"1068","202150_s_at","NEDD9"
"1069","202149_at","NEDD9"
"1070","204121_at","GADD45G"
"1071","201100_s_at","USP9X"
"1072","201099_at","USP9X"
"1073","204892_x_at","EEF1A1P6"
"1074","204512_at","HIVEP1"
"1075","201812_s_at","TOMM7"
"1076","201210_at","DDX3X"
"1077","201211_s_at","DDX3X"
"1078","203574_at","NFIL3"
"1079","204124_at","SLC34A2"
"1080","202278_s_at","SPTLC1"
"1081","202277_at","SPTLC1"
"1082","204012_s_at","LCMT2"
"1083","204744_s_at","IARS1"
"1084","204344_s_at","SEC23A"
"1085","204003_s_at","NUP42"
"1086","203050_at","TP53BP1"
"1087","201141_at","GPNMB"
"1088","202881_x_at","AL441883.1"
"1089","202882_x_at","NOL7"
"1090","202582_s_at","RANBP9"
"1091","202583_s_at","RANBP9"
"1092","201991_s_at","KIF5B"
"1093","201992_s_at","KIF5B"
"1094","204440_at","CD83"
"1095","203819_s_at","IGF2BP3"
"1096","203820_s_at","IGF2BP3"
"1097","203297_s_at","JARID2"
"1098","203298_s_at","JARID2"
"1099","204055_s_at","MIA2"
"1100","203151_at","MAP1A"
"1101","201309_x_at","AC079780.1"
"1102","201293_x_at","PPIAP31"
"1103","204658_at","TRA2A"
"1104","204578_at","PPIP5K1"
"1105","204187_at","GMPR"
"1106","203231_s_at","ATXN1"
"1107","203232_s_at","ATXN1"
"1108","200056_s_at","C1DP1"
"1109","203782_s_at","POLRMT"
"1110","203783_x_at","POLRMT"
"1111","202037_s_at","SFRP1"
"1112","202036_s_at","SFRP1"
"1113","202035_s_at","SFRP1"
"1114","203592_s_at","FSTL3"
"1115","202712_s_at","CKMT1B"
"1116","200084_at","AL109766.1"
"1117","201784_s_at","AL109766.1"
"1118","203859_s_at","PALM"
"1119","203420_at","FAM8A1"
"1120","202097_at","NUP153"
"1121","203695_s_at","GSDME"
"1122","203045_at","NINJ1"
"1123","202189_x_at","PTBP1"
"1124","202712_s_at","CKMT1A"
"1125","200774_at","FAM120A"
"1126","200767_s_at","FAM120A"
"1127","202327_s_at","PKD1"
"1128","202328_s_at","PKD1"
"1129","201094_at","RPS29"
"1130","202423_at","KAT6A"
"1131","203101_s_at","MGAT2"
"1132","203102_s_at","MGAT2"
"1133","203406_at","MFAP1"
"1134","203671_at","TPMT"
"1135","203672_x_at","TPMT"
"1136","203410_at","AP3M2"
"1137","202040_s_at","KDM5A"
"1138","200934_at","DEK"
"1139","204702_s_at","NFE2L3"
"1140","201860_s_at","PLAT"
"1141","203311_s_at","ARF6"
"1142","203312_x_at","ARF6"
"1143","203513_at","SPG11"
"1144","203693_s_at","E2F3"
"1145","203692_s_at","E2F3"
"1146","201417_at","SOX4"
"1147","201416_at","SOX4"
"1148","201418_s_at","SOX4"
"1149","202940_at","WNK1"
"1150","200032_s_at","RPL9"
"1151","203079_s_at","CUL2"
"1152","203078_at","CUL2"
"1153","203553_s_at","MAP4K5"
"1154","203552_at","MAP4K5"
"1155","201605_x_at","CNN2"
"1156","204389_at","MAOA"
"1157","204388_s_at","MAOA"
"1158","203343_at","UGDH"
"1159","204041_at","MAOB"
"1160","201562_s_at","SORD2P"
"1161","201563_at","SORD2P"
"1162","201562_s_at","SORD"
"1163","201563_at","SORD"
"1164","202347_s_at","UBE2K"
"1165","202346_at","UBE2K"
"1166","203616_at","POLB"
"1167","203991_s_at","KDM6A"
"1168","203992_s_at","KDM6A"
"1169","203990_s_at","KDM6A"
"1170","203609_s_at","ALDH5A1"
"1171","203608_at","ALDH5A1"
"1172","200060_s_at","RNPS1"
"1173","200037_s_at","CBX3"
"1174","201091_s_at","CBX3"
"1175","201106_at","GPX4"
"1176","202744_at","SLC20A2"
"1177","204866_at","JADE3"
"1178","202266_at","TDP2"
"1179","204565_at","ACOT13"
"1180","204292_x_at","STK11"
"1181","204362_at","SKAP2"
"1182","204361_s_at","SKAP2"
"1183","202990_at","PYGL"
"1184","203661_s_at","TMOD1"
"1185","203662_s_at","TMOD1"
"1186","203926_x_at","ATP5F1D"
"1187","200090_at","FNTA"
"1188","200964_at","UBA1"
"1189","203178_at","GATM"
"1190","204343_at","ABCA3"
"1191","201306_s_at","ANP32B"
"1192","201305_x_at","ANP32B"
"1193","203148_s_at","TRIM14"
"1194","203147_s_at","TRIM14"
"1195","200811_at","CIRBP"
"1196","200810_s_at","CIRBP"
"1197","200976_s_at","TAX1BP1"
"1198","200977_s_at","TAX1BP1"
"1199","201293_x_at","PPIAP29"
"1200","204826_at","CCNF"
"1201","204827_s_at","CCNF"
"1202","201387_s_at","UCHL1"
"1203","203082_at","BMS1"
"1204","204114_at","NID2"
"1205","203477_at","COL15A1"
"1206","201895_at","ARAF"
"1207","203133_at","SEC61B"
"1208","201376_s_at","HNRNPF"
"1209","201666_at","TIMP1"
"1210","201699_at","PSMC6"
"1211","203568_s_at","TRIM38"
"1212","203567_s_at","TRIM38"
"1213","203610_s_at","TRIM38"
"1214","203617_x_at","ELK1"
"1215","204524_at","PDPK1"
"1216","203666_at","CXCL12"
"1217","203973_s_at","CEBPD"
"1218","204704_s_at","ALDOB"
"1219","204705_x_at","ALDOB"
"1220","201462_at","SCRN1"
"1221","204240_s_at","SMC2"
"1222","204820_s_at","BTN3A2"
"1223","203504_s_at","ABCA1"
"1224","200085_s_at","ELOB"
"1225","202735_at","EBP"
"1226","202766_s_at","FBN1"
"1227","202765_s_at","FBN1"
"1228","201653_at","CNIH1"
"1229","200819_s_at","RPS15"
"1230","202543_s_at","GMFB"
"1231","202544_at","GMFB"
"1232","204821_at","BTN3A3"
"1233","204820_s_at","BTN3A3"
"1234","202003_s_at","AC231533.2"
"1235","202003_s_at","RNU6-29P"
"1236","204605_at","CGRRF1"
"1237","203944_x_at","BTN2A1"
"1238","204224_s_at","GCH1"
"1239","204267_x_at","PKMYT1"
"1240","202579_x_at","HMGN4"
"1241","204728_s_at","WDHD1"
"1242","204727_at","WDHD1"
"1243","203074_at","ANXA8L1"
"1244","201093_x_at","SDHA"
"1245","201222_s_at","RAD23B"
"1246","201223_s_at","RAD23B"
"1247","202463_s_at","MBD3"
"1248","202614_at","SLC30A9"
"1249","203415_at","AC021087.5"
"1250","202467_s_at","COPS2"
"1251","203415_at","PDCD6"
"1252","201451_x_at","LINC02637"
"1253","201452_at","RHEBP1"
"1254","201453_x_at","RHEBP1"
"1255","202090_s_at","AC005943.1"
"1256","202090_s_at","UQCR11"
"1257","203764_at","DLGAP5"
"1258","202490_at","ELP1"
"1259","202491_s_at","ELP1"
"1260","200682_s_at","AL158801.4"
"1261","204568_at","ATG14"
"1262","200914_x_at","KTN1"
"1263","200915_x_at","KTN1"
"1264","202033_s_at","RB1CC1"
"1265","202034_x_at","RB1CC1"
"1266","202904_s_at","LSM5"
"1267","202903_at","LSM5"
"1268","203828_s_at","IL32"
"1269","203342_at","TIMM17B"
"1270","204033_at","TRIP13"
"1271","202468_s_at","CTNNAL1"
"1272","203997_at","PTPN3"
"1273","203074_at","ANXA8"
"1274","204618_s_at","GABPB1"
"1275","202574_s_at","CSNK1G2"
"1276","202573_at","CSNK1G2"
"1277","204269_at","PIM2"
"1278","202760_s_at","PALM2AKAP2"
"1279","202759_s_at","PALM2AKAP2"
"1280","201452_at","RHEBP2"
"1281","201453_x_at","RHEBP2"
"1282","203007_x_at","LYPLA1"
"1283","202745_at","USP8"
"1284","201093_x_at","SDHAP3"
"1285","204037_at","LPAR1"
"1286","204038_s_at","LPAR1"
"1287","204036_at","LPAR1"
"1288","203606_at","NDUFS6"
"1289","203456_at","PRAF2"
"1290","203456_at","AC231657.3"
"1291","201921_at","DNAJC25-GNG10"
"1292","201921_at","GNG10"
"1293","202626_s_at","LYN"
"1294","202625_at","LYN"
"1295","200077_s_at","OAZ1"
"1296","204881_s_at","UGCG"
"1297","204881_s_at","MIR4668"
"1298","203475_at","CYP19A1"
"1299","204559_s_at","LSM7"
"1300","200949_x_at","RPS20"
"1301","201532_at","PSMA3"
"1302","204675_at","SRD5A1"
"1303","202466_at","TENT4A"
"1304","204204_at","SLC31A2"
"1305","201396_s_at","SGTA"
"1306","203971_at","SLC31A1"
"1307","203200_s_at","MTRR"
"1308","203199_s_at","MTRR"
"1309","203235_at","THOP1"
"1310","203823_at","RGS3"
"1311","200958_s_at","SDCBP"
"1312","203776_at","GPKOW"
"1313","204000_at","GNB5"
"1314","201136_at","PLP2"
"1315","204431_at","TLE2"
"1316","203269_at","NSMAF"
"1317","204527_at","MYO5A"
"1318","204530_s_at","TOX"
"1319","204529_s_at","TOX"
"1320","201736_s_at","MARCHF6"
"1321","201737_s_at","MARCHF6"
"1322","204513_s_at","ELMO1"
"1323","203707_at","ZNF263"
"1324","204248_at","GNA11"
"1325","203869_at","USP46"
"1326","203870_at","USP46"
"1327","201573_s_at","ETF1P1"
"1328","201095_at","DAP"
"1329","204602_at","DKK1"
"1330","204052_s_at","SFRP4"
"1331","204051_s_at","SFRP4"
"1332","200063_s_at","NPM1P6"
"1333","203485_at","RTN1"
"1334","203131_at","PDGFRA"
"1335","201645_at","TNC"
"1336","204577_s_at","CLUAP1"
"1337","204576_s_at","CLUAP1"
"1338","203934_at","KDR"
"1339","203106_s_at","VPS41"
"1340","201982_s_at","PAPPA"
"1341","201981_at","PAPPA"
"1342","203966_s_at","PPM1A"
"1343","201391_at","TRAP1"
"1344","203565_s_at","MNAT1"
"1345","204892_x_at","EEF1A1P13"
"1346","203846_at","TRIM32"
"1347","200894_s_at","FKBP4"
"1348","200895_s_at","FKBP4"
"1349","202160_at","CREBBP"
"1350","201976_s_at","MYO10"
"1351","200989_at","HIF1A"
"1352","204498_s_at","ADCY9"
"1353","204497_at","ADCY9"
"1354","204926_at","INHBA"
"1355","202580_x_at","FOXM1"
"1356","203560_at","GGH"
"1357","202391_at","BASP1"
"1358","201317_s_at","AC010132.3"
"1359","201316_at","AC010132.3"
"1360","201316_at","PSMA2"
"1361","201317_s_at","PSMA2"
"1362","204281_at","TEAD4"
"1363","203338_at","PPP2R5E"
"1364","201013_s_at","PAICS"
"1365","201014_s_at","PAICS"
"1366","200741_s_at","AC005912.1"
"1367","203447_at","PSMD5"
"1368","202695_s_at","STK17A"
"1369","202693_s_at","STK17A"
"1370","202694_at","STK17A"
"1371","202761_s_at","SYNE2"
"1372","202383_at","KDM5C"
"1373","203891_s_at","DAPK3"
"1374","203890_s_at","DAPK3"
"1375","200094_s_at","EEF2"
"1376","204102_s_at","EEF2"
"1377","203208_s_at","MTFR1"
"1378","203207_s_at","MTFR1"
"1379","203773_x_at","BLVRA"
"1380","203771_s_at","BLVRA"
"1381","203479_s_at","OTUD4P1"
"1382","200807_s_at","HSPD1P1"
"1383","200806_s_at","HSPD1P1"
"1384","202424_at","MAP2K2"
"1385","200951_s_at","CCND2"
"1386","200952_s_at","CCND2"
"1387","200953_s_at","CCND2"
"1388","204026_s_at","ZWINT"
"1389","204535_s_at","REST"
"1390","201589_at","SMC1A"
"1391","200927_s_at","RAB14"
"1392","200928_s_at","RAB14"
"1393","202282_at","HSD17B10"
"1394","200696_s_at","GSN"
"1395","204146_at","RAD51AP1"
"1396","202282_at","AC233728.1"
"1397","203176_s_at","TFAM"
"1398","203177_x_at","TFAM"
"1399","201803_at","POLR2B"
"1400","201162_at","IGFBP7"
"1401","201163_s_at","IGFBP7"
"1402","204335_at","YJU2"
"1403","203738_at","C5orf22"
"1404","204716_at","CCDC6"
"1405","201060_x_at","STOM"
"1406","201061_s_at","STOM"
"1407","201792_at","AEBP1"
"1408","201115_at","POLD2"
"1409","201851_at","SH3GL1"
"1410","201856_s_at","ZFR"
"1411","201857_at","ZFR"
"1412","203975_s_at","CHAF1A"
"1413","203976_s_at","CHAF1A"
"1414","202112_at","VWF"
"1415","202603_at","ADAM10"
"1416","202604_x_at","ADAM10"
"1417","204819_at","FGD1"
"1418","202309_at","MTHFD1"
"1419","201005_at","CD9"
"1420","200858_s_at","AC010343.1"
"1421","201263_at","TARS1"
"1422","203214_x_at","CDK1"
"1423","203213_at","CDK1"
"1424","201652_at","COPS5"
"1425","204448_s_at","PDCL"
"1426","204449_at","PDCL"
"1427","200034_s_at","AC115223.1"
"1428","202705_at","CCNB2"
"1429","204739_at","CENPC"
"1430","204028_s_at","RABGAP1"
"1431","203072_at","MYO1E"
"1432","204764_at","CHURC1-FNTB"
"1433","1773_at","CHURC1-FNTB"
"1434","202831_at","GPX2"
"1435","202678_at","GTF2A2"
"1436","204764_at","FNTB"
"1437","1773_at","FNTB"
"1438","202956_at","ARFGEF1"
"1439","202955_s_at","ARFGEF1"
"1440","204408_at","APEX2"
"1441","202052_s_at","RAI14"
"1442","203453_at","SCNN1A"
"1443","201257_x_at","RPS3AP6"
"1444","200099_s_at","RPS3AP6"
"1445","203407_at","PPL"
"1446","201590_x_at","ANXA2"
"1447","202122_s_at","PLIN3"
"1448","203005_at","LTBR"
"1449","203988_s_at","FUT8"
"1450","200786_at","PSMB7"
"1451","201270_x_at","NUDCD3"
"1452","201269_s_at","NUDCD3"
"1453","200674_s_at","AC004453.1"
"1454","200002_at","RPL35"
"1455","203384_s_at","GOLGA1"
"1456","203383_s_at","GOLGA1"
"1457","203577_at","AL669830.1"
"1458","201774_s_at","NCAPD2"
"1459","203529_at","PPP6C"
"1460","203150_at","RABEPK"
"1461","204460_s_at","RAD1"
"1462","204461_x_at","RAD1"
"1463","203264_s_at","ARHGEF9"
"1464","203263_s_at","ARHGEF9"
"1465","201282_at","OGDH"
"1466","203316_s_at","SNRPEP4"
"1467","203280_at","SAFB2"
"1468","201748_s_at","SAFB"
"1469","201747_s_at","SAFB"
"1470","201142_at","EIF2S1"
"1471","201144_s_at","EIF2S1"
"1472","201143_s_at","EIF2S1"
"1473","201399_s_at","TRAM1"
"1474","201398_s_at","TRAM1"
"1475","201293_x_at","PPIA"
"1476","203945_at","ARG2"
"1477","203946_s_at","ARG2"
"1478","204082_at","PBX3"
"1479","203724_s_at","RUFY3"
"1480","202487_s_at","H2AZ2"
"1481","200600_at","MSN"
"1482","204787_at","VSIG4"
"1483","201520_s_at","GRSF1"
"1484","201501_s_at","GRSF1"
"1485","203903_s_at","HEPH"
"1486","203902_at","HEPH"
"1487","204181_s_at","ZBTB43"
"1488","204182_s_at","ZBTB43"
"1489","204180_s_at","ZBTB43"
"1490","204199_at","RALGPS1"
"1491","203302_at","DCK"
"1492","203908_at","SLC4A4"
"1493","204676_at","TMEM186"
"1494","203201_at","PMM2"
"1495","203625_x_at","SKP2"
"1496","203626_s_at","SKP2"
"1497","203201_at","AC022167.2"
"1498","200943_at","ACTN1"
"1499","202711_at","EFNB1"
"1500","203449_s_at","TERF1"
"1501","203448_s_at","TERF1"
"1502","201498_at","USP7"
"1503","201499_s_at","USP7"
"1504","201859_at","SRGN"
"1505","201858_s_at","SRGN"
"1506","200717_x_at","RPL7"
"1507","201807_at","VPS26A"
"1508","200088_x_at","RPL12"
"1509","200809_x_at","RPL12"
"1510","202105_at","IGBP1"
"1511","201182_s_at","AC006064.6"
"1512","201183_s_at","AC006064.6"
"1513","204226_at","STAU2"
"1514","200943_at","HMGN1P3"
"1515","200697_at","HK1"
"1516","202800_at","SLC1A3"
"1517","200012_x_at","RPL21P119"
"1518","202639_s_at","RANBP3"
"1519","202640_s_at","RANBP3"
"1520","201184_s_at","CHD4"
"1521","201182_s_at","CHD4"
"1522","201183_s_at","CHD4"
"1523","200043_at","ERH"
"1524","204883_s_at","HUS1"
"1525","204884_s_at","HUS1"
"1526","203978_at","NUBP1"
"1527","204116_at","IL2RG"
"1528","202181_at","SUSD6"
"1529","203380_x_at","SRSF5"
"1530","203506_s_at","MED12"
"1531","202824_s_at","ELOC"
"1532","202823_at","ELOC"
"1533","203234_at","UPP1"
"1534","202260_s_at","STXBP1"
"1535","202799_at","CLPP"
"1536","204694_at","AFP"
"1537","202356_s_at","PSPN"
"1538","202355_s_at","PSPN"
"1539","202356_s_at","GTF2F1"
"1540","202355_s_at","GTF2F1"
"1541","202354_s_at","GTF2F1"
"1542","202354_s_at","MIR6885"
"1543","202859_x_at","CXCL8"
"1544","203733_at","DEXI"
"1545","204371_s_at","KHSRP"
"1546","204372_s_at","KHSRP"
"1547","204470_at","CXCL1"
"1548","203963_at","CA12"
"1549","204509_at","CA12"
"1550","204508_s_at","CA12"
"1551","200057_s_at","NONO"
"1552","204371_s_at","MIR3940"
"1553","200706_s_at","LITAF"
"1554","200704_at","LITAF"
"1555","204687_at","PARM1"
"1556","204612_at","PKIA"
"1557","203001_s_at","STMN2"
"1558","203000_at","STMN2"
"1559","202255_s_at","SIPA1L1"
"1560","202254_at","SIPA1L1"
"1561","201912_s_at","GSPT1"
"1562","203198_at","CDK9"
"1563","201716_at","SNX1"
"1564","201691_s_at","TPD52"
"1565","201690_s_at","TPD52"
"1566","201689_s_at","TPD52"
"1567","201688_s_at","TPD52"
"1568","202945_at","FPGS"
"1569","200041_s_at","ATP6V1G2-DDX39B"
"1570","201279_s_at","DAB2"
"1571","201280_s_at","DAB2"
"1572","201278_at","DAB2"
"1573","200967_at","PPIB"
"1574","200968_s_at","PPIB"
"1575","202734_at","TRIP10"
"1576","201543_s_at","SAR1A"
"1577","201542_at","SAR1A"
"1578","201832_s_at","USO1"
"1579","201831_s_at","USO1"
"1580","204897_at","PTGER4"
"1581","204896_s_at","PTGER4"
"1582","201809_s_at","ENG"
"1583","201808_s_at","ENG"
"1584","201545_s_at","PABPN1P1"
"1585","200092_s_at","RPL37"
"1586","202992_at","C7"
"1587","202587_s_at","AK1"
"1588","202588_at","AK1"
"1589","202503_s_at","PCLAF"
"1590","202587_s_at","AL157935.2"
"1591","202588_at","AL157935.2"
"1592","203732_at","TRIP4"
"1593","202345_s_at","FABP5"
"1594","203557_s_at","PCBD1"
"1595","204571_x_at","PIN4"
"1596","204572_s_at","PIN4"
"1597","203915_at","CXCL9"
"1598","200933_x_at","RPS4X"
"1599","203980_at","FABP4"
"1600","200748_s_at","FTH1P11"
"1601","201364_s_at","OAZ2"
"1602","201365_at","OAZ2"
"1603","203011_at","IMPA1"
"1604","204533_at","CXCL10"
"1605","202780_at","OXCT1"
"1606","200948_at","MLF2"
"1607","204436_at","PLEKHO2"
"1608","204538_x_at","NPIPA2"
"1609","201647_s_at","SCARB2"
"1610","201646_at","SCARB2"
"1611","203547_at","CD4"
"1612","204480_s_at","C9orf16"
