ID_REF,3-28-PD1_rep1,3-28-PD1_rep2,3-28-PD1_rep3,3-28-PD1_rep4,3-28-PD1_rep5,3-28-PD1_rep6,3-28_rep1,3-28_rep3,3-28_rep4,3-28_rep5,3-28_rep6
1007_s_at,100.4294278,102.4583458,108.6281274,102.2817899,92.06440555,100.0211338,103.6847036,108.1378093,94.47800678,106.9713866,102.0315743
1053_at,401.8049367,412.8024415,396.7586854,409.8036045,403.9758942,400.9634432,393.1609511,390.3219207,409.8036045,450.9801917,447.2530636
117_at,14.85198592,14.79156288,17.16770386,15.45599446,16.26041834,15.15741803,15.0327843,13.86489724,15.26091433,18.07221799,14.57048009
121_at,48.36968871,50.78430958,55.32097563,48.45063983,58.01865371,49.70909259,49.70064099,52.34131901,51.181526,51.37367586,49.48485295
1255_g_at,7.950242201,8.920855398,7.979588447,8.253607046,8.685259246,8.218993978,7.720172111,8.519807829,8.41225571,8.06897842,8.253607046
1294_at,17.9684673,14.71162317,14.24466378,16.17950774,15.4418132,13.0399714,13.76112508,14.8061373,12.97085894,14.44103451,14.48329792
1316_at,13.33207996,13.24998625,11.73420156,11.77011759,14.11659825,11.32962855,12.15637484,11.61713576,11.79752702,11.15444198,10.46044221
1320_at,8.355810664,8.689720958,8.178567161,8.663045566,7.860982327,8.21967593,7.743166715,8.358946013,8.578827738,8.333622852,8.333622852
1405_i_at,8.642363967,7.761340411,6.9259429,7.16112474,7.759497254,7.214227806,7.41733725,7.295262379,7.416534589,8.08243329,6.991622119
1431_at,13.87383556,13.07203472,13.94781799,13.72443685,12.60061645,13.91822265,12.29368365,11.49293056,10.71796923,12.50183262,12.98342047
1438_at,8.688154748,8.974630987,8.982333099,7.673846018,10.02303532,8.313442701,8.289253706,9.685108265,8.963430362,9.895353564,9.144485401
1487_at,49.75088605,46.9003814,48.48097466,47.5312596,53.70369748,50.92385076,48.97925922,45.85668012,48.99414008,51.11329878,52.24616336
1494_f_at,13.45107785,13.05661465,13.61735388,13.42076616,13.46277578,13.48190918,13.87780422,14.43593022,14.30461942,14.49049565,14.39726349
1598_g_at,19.93253568,18.65654708,22.20349533,19.47150911,22.41153906,17.83741606,19.25316641,19.00271738,19.25316641,18.36547047,20.54793724
160020_at,16.7609138,17.69295871,17.74373622,17.75216368,18.82596818,16.03640258,16.24060132,19.56005222,17.37301458,17.18025742,17.58969399
1729_at,159.0057146,162.3569278,170.9139597,156.2490472,179.3832129,149.7392998,143.470085,166.1520853,159.0057146,158.2489332,164.9005449
1773_at,53.49982039,48.19108793,49.64323997,54.55280712,54.36307089,60.37315291,55.0644128,54.17399458,52.64040564,56.89072546,54.14108789
177_at,8.344362302,8.954897248,10.11239796,8.825796734,8.270446129,8.599739054,8.825818769,8.605321038,8.621236605,8.994864925,8.98240276
179_at,73.05998071,62.9814331,73.1304399,63.48042766,69.89306999,59.64609402,68.53758918,65.1592381,60.86599165,69.48312848,62.37908941
1861_at,100.9659893,109.4222525,108.1671338,92.59462786,107.3223199,109.9050923,117.0348319,115.9355928,107.0397433,113.4778251,115.7223725
200000_s_at,1165.971442,1068.605222,1120.621482,1233.328171,1373.419549,1310.314866,1447.582878,1461.89368,1301.307723,1297.861105,1294.143042
200001_at,1459.627831,1398.30696,1403.789857,1406.475759,1367.561175,1382.487826,1283.660537,1348.13741,1366.191964,1323.810551,1288.010475
200002_at,5016.210164,4943.836284,5113.042238,4943.836284,4858.658305,4935.416747,4836.047455,4956.046897,4704.892257,5158.833671,5213.77896
200003_s_at,9097.902589,8935.680735,8916.813064,8882.346439,8882.346439,8915.049512,8710.233231,8833.249341,8882.346439,8859.579751,8696.243218
200004_at,4188.910093,4445.197697,4437.779923,4314.047304,4486.147991,4816.989362,4708.583411,4431.661417,4577.557825,4495.273774,4562.035618
200005_at,2463.818523,2451.975658,2473.528324,2433.836405,2426.696777,2426.800266,2380.160999,2429.125166,2451.975658,2484.090688,2496.956489
200006_at,3782.247749,3972.219242,4108.786756,3918.207479,3895.596358,4013.528536,3877.588836,3902.887576,3920.791415,4006.367505,4062.318967
200007_at,2468.88058,2467.229231,2524.126383,2479.68354,2325.096898,2200.037423,2340.5991,2128.674161,2329.495141,2326.842226,2373.201064
200008_s_at,2071.094538,2015.810151,2175.715407,2158.817418,2255.434558,2123.770986,2171.339194,1884.108279,2123.770986,2123.770986,2193.173787
200009_at,4182.159869,4006.824524,4062.53919,4221.806725,4256.032974,4356.214755,4278.376803,4266.841709,4291.373738,4257.637215,4438.577916
200010_at,7633.999983,7636.746453,7528.602848,7719.715581,7301.473792,7301.473792,7162.872683,7276.962416,7039.479467,7162.780029,7386.873167
200011_s_at,845.1155055,990.902275,920.8961349,952.188828,954.7465077,866.501041,960.0118904,1017.420247,954.7465077,976.3635309,954.070939
200012_x_at,9553.028346,9806.496007,9964.263582,9700.336042,9662.442018,9715.137366,9568.500913,9746.001091,9561.104934,9939.746563,10004.36742
200013_at,5971.343924,5942.74643,5987.626385,5823.305172,5755.828328,5892.537357,5714.327484,5834.137338,5678.905396,5928.302603,5809.634635
200014_s_at,2013.024985,2045.434111,2197.770216,2079.537436,2007.164687,2223.53671,2118.058202,2099.707997,2094.593457,2110.89196,2110.89196
200015_s_at,1017.068622,983.2322815,1063.45839,1033.906043,1013.59789,1010.25602,1031.792793,1032.406552,1036.991952,1059.856096,1041.563405
200016_x_at,7670.576479,8118.387182,8465.749105,8052.855583,8252.940155,7800.703443,8085.417946,8052.855583,8000.904742,8163.567188,8052.855583
200017_at,7367.664106,7430.375014,7240.246488,7211.681716,7092.30518,7332.649123,7227.628399,6945.712642,6925.345918,7448.373783,7433.29003
200018_at,8252.591323,8466.822422,8433.175564,8163.372348,8288.002436,8271.948968,8638.510699,8419.20077,8386.969389,8864.69192,8618.080033
200019_s_at,8219.007126,8036.754476,7903.120127,8129.120826,8048.824548,7600.35418,7772.91285,7785.021643,7861.201064,7987.50576,8199.789902
200020_at,1099.904226,1153.492852,1098.262111,1132.094116,1208.605342,1124.25032,1183.764696,1112.673067,1173.480591,1149.900037,1108.710471
200021_at,10452.11146,10550.28904,10732.99195,10376.17074,10473.88291,10466.53042,10436.47422,10376.17074,10466.53042,10552.54364,10379.08287
200022_at,8298.573889,8298.573889,8333.23211,8486.089482,8298.573889,8203.051896,8314.079085,8298.573889,8161.946083,8683.870611,8293.586646
200023_s_at,4409.237397,4391.73837,4380.661253,4420.66158,4272.400286,4442.384868,4378.755552,4215.093172,4360.368338,4395.672272,4378.755552
200024_at,6596.031633,6602.14651,6602.14651,6638.055601,6605.796164,6816.952586,6453.616704,6319.435912,6524.606507,7098.363266,6766.967492
200025_s_at,7009.501047,7017.99075,7126.555512,6817.571229,6777.040607,6836.201064,6832.601011,6676.419282,6658.110827,7030.692009,6765.34902
200026_at,8343.478595,8091.024206,8189.177287,8104.002431,7837.242264,8018.823971,8018.823971,7620.846658,7905.482891,8289.256033,8187.33821
200027_at,2940.802416,3103.726028,3086.944358,3197.48107,3082.728341,3253.322792,3325.951742,3435.467012,3275.656606,3297.630365,3285.167656
200028_s_at,1319.198951,1426.507405,1458.353325,1465.327851,1677.850608,1619.928337,1823.603799,1713.924968,1675.805257,1717.23981,1619.928337
200029_at,10908.01015,10787.67244,10885.07251,11185.03518,10627.74785,10556.62378,10154.28902,10648.66471,10536.83598,10304.77578,10792.1546
200030_s_at,5753.7147,6173.33214,6056.888281,6078.991991,6055.98072,5993.456993,5993.456993,5874.565907,6054.627272,6090.63433,5805.564701
200031_s_at,10191.26264,9924.845798,9915.547905,10119.47375,9879.24968,9902.064656,9760.413646,9805.100967,9855.689986,9902.064656,10175.501
200032_s_at,9280.453293,9387.143809,9379.810417,9062.124119,9437.624172,9376.40981,9330.363908,9387.143809,9387.143809,9905.092,9790.206737
200033_at,3249.919578,3307.383567,3404.539221,3303.973472,3297.837538,3451.20954,3497.364661,3168.358994,3351.028324,3568.096595,3351.028324
200034_s_at,7904.015027,8024.838384,7985.935748,7824.955307,7749.010146,7706.474547,7985.935748,7890.95558,8117.822247,8455.012588,8018.160234
200035_at,290.3729191,288.1919423,289.062738,314.7137219,298.7574376,290.1108786,292.0075507,292.5517196,305.9566983,283.2580976,317.8382505
200036_s_at,7089.150023,6989.847907,7032.737508,6997.729186,6974.610771,7056.088305,6956.09663,7068.618317,6905.354596,7157.775522,7286.646554
200037_s_at,2258.880008,2376.911051,2349.632216,2173.616584,2264.933143,2316.464692,2327.555601,2304.955614,2294.681292,2382.642508,2262.174155
200038_s_at,9536.15033,9694.327422,9609.819107,9348.408171,9421.009617,9557.937428,9509.319273,9509.319273,9604.595247,9503.754266,9432.309012
200039_s_at,4756.016644,4825.76488,4876.01132,4863.979014,4820.427662,4792.418621,4817.322685,4720.655543,4909.628564,5194.719264,4780.692204
200040_at,1796.065015,1881.837428,1881.837428,1881.837428,1921.468475,1838.515775,1881.837428,1886.149596,1846.080501,1933.437415,1890.799773
200041_s_at,2975.983102,2847.094794,2834.073778,2926.174378,3004.745024,2901.886667,3029.813316,2814.826679,2994.64442,2904.636228,2973.097811
200042_at,758.6255586,722.9054251,769.9809414,712.0555842,724.0272579,729.0740191,688.8113299,742.1403963,733.6827863,793.2010421,750.0255562
200043_at,3731.484535,3978.657562,3752.246451,3678.282874,3735.812226,3792.31688,3678.282874,3401.719242,3559.845915,3845.394337,3504.304435
200044_at,1211.540266,1178.9933,1269.029723,1205.43656,1127.367082,1208.390462,1199.912134,1205.43656,1164.258494,1264.373783,1271.437862
200045_at,518.5565639,520.5464844,469.4874618,507.0079585,550.5489223,507.7961623,520.5464844,542.9919412,525.5963792,523.9035979,529.4828525
200046_at,1277.869001,1401.747186,1341.158828,1324.838532,1286.16471,1252.129334,1224.74796,1144.247631,1130.136645,1284.516721,1172.685723
200047_s_at,2471.637432,2659.472647,2675.103333,2632.898065,2554.066584,2615.38458,2759.501162,2649.669432,2707.923516,2794.119233,2829.380319
200048_s_at,1975.451557,2041.090761,1990.683392,1966.855605,1918.337471,2048.151831,2035.385177,2045.109617,1991.273908,2147.439955,2004.937415
200049_at,229.2905441,216.4929121,226.0010299,227.4739622,245.4573952,221.4402966,231.2552781,216.3947549,210.9259957,254.2708639,241.0061336
200050_at,1053.532627,1098.954612,1087.44361,1015.772664,1108.050893,1145.310145,1150.63741,1093.569297,1105.105,1153.943885,1041.716088
200051_at,330.4386332,299.3713936,317.1195113,314.9693686,314.7385677,323.4625933,306.9966758,326.6607178,344.9373924,330.3134458,379.5646673
200052_s_at,1244.301051,1254.599111,1232.69684,1244.301051,1210.018219,1255.695606,1244.301051,1244.301051,1236.12164,1259.143962,1244.301051
200053_at,388.7952522,367.3565268,361.9010321,379.7625551,361.9010321,338.5354024,355.6749978,323.8794299,359.0300251,374.1010332,358.6547903
200054_at,324.7677985,323.7070026,330.598485,337.2919401,337.349966,365.3646662,339.966383,376.0789161,306.9993944,342.0373957,337.2919401
200055_at,2222.091515,2039.154571,2020.038611,1996.266494,1898.69722,2006.058816,1831.713528,1814.019246,1894.331872,1935.877224,2168.096387
200056_s_at,588.7720784,677.368323,599.0828503,576.5841038,563.8935161,647.6274121,637.5192128,620.9692086,593.7555798,636.7395895,574.0569901
200057_s_at,4887.679139,4903.972823,5183.318839,5175.446448,5175.446448,5204.086761,5235.63667,5229.920965,5228.752659,5122.090595,5170.075472
200058_s_at,1627.355605,1582.085569,1608.679835,1682.155314,1787.228341,1738.673787,1795.587031,1847.431564,1738.673787,1741.219242,1738.673787
200059_s_at,5368.973747,5420.525104,5420.525104,5392.559998,5361.237419,5420.525104,5454.46584,5435.664929,5332.782792,5502.986401,5352.25553
200060_s_at,2197.165831,2131.309114,2300.691964,2151.225877,2178.097066,2222.744392,2178.097066,2136.291973,2193.384459,2157.367219,2178.097066
200061_s_at,10736.83207,10722.61844,11187.29989,10763.08277,10589.52469,10889.91865,10509.17888,9753.714094,10331.35554,10327.25226,10632.58465
200062_s_at,10513.99195,10499.37377,10326.57139,10288.54646,10135.94605,10306.96706,9824.792018,10288.54646,10240.25814,10498.17369,10288.54646
200063_s_at,8125.490245,8114.564612,8561.10643,7850.13898,7770.631903,8065.849035,7954.64812,7867.428204,8055.56969,8297.453244,8077.555556
200064_at,6168.205772,6232.382838,6252.658328,6694.405329,6810.919282,6669.913468,6983.253336,6776.875286,6848.128355,6997.584767,6908.361729
200065_s_at,3436.723698,3457.637432,3352.747743,3434.240358,3519.010146,3380.636642,3593.574987,3457.637432,3457.637432,3614.325813,3537.978382
200066_at,1022.871012,939.4529561,1011.964686,1011.964686,1011.964686,967.4752442,971.4706698,1045.56469,1024.628319,1003.582867,1070.982622
200067_x_at,2158.210683,2086.403482,2198.467118,2188.10637,1977.407773,2095.230979,2064.69078,2167.782874,2034.081158,2063.764696,2100.819251
200068_s_at,1688.683459,1691.221058,1708.801073,1722.439808,1748.01018,1831.117489,1791.896614,1768.141308,1842.548005,1722.528346,1649.640865
200069_at,300.3422803,383.2737571,383.2737571,385.3192117,374.0610132,434.9121718,383.2737571,412.8491368,406.4405061,409.9098214,365.8412934
200070_at,139.9187918,171.5919431,160.7311877,155.2718173,170.0448933,160.3025104,157.8314883,175.8878644,154.5657882,163.2514803,154.9737652
200071_at,950.2894707,1113.503648,1151.401054,1160.772061,1076.724224,1201.685585,1163.067516,1118.62881,1157.770509,1203.523778,1184.138222
200072_s_at,1836.710142,1761.657504,1789.159435,1856.393228,1842.746519,1812.416207,1836.710142,1762.914195,1907.0153,1841.98525,1871.123056
200073_s_at,3786.119277,3853.957648,4239.365321,3836.210142,3804.365175,3960.111096,3918.791558,3747.458266,3918.791558,4186.941971,4325.975776
200074_s_at,4819.46282,5013.609878,5012.801073,5012.801073,4932.275081,5012.801073,5068.746565,5012.801073,4964.764877,5127.710987,5018.223324
200075_s_at,1358.34928,1244.882882,1330.734891,1220.322678,1189.537932,1210.936897,1088.066619,1169.537423,1183.91738,1276.546487,1307.917031
200076_s_at,569.7850085,538.1403315,557.3555775,545.9621857,534.7373968,557.3555775,544.7948815,557.3555775,560.1101219,571.627086,557.3555775
200077_s_at,7518.93912,7652.654458,7697.558658,7462.226687,7398.228319,7443.929902,7248.073315,7417.160848,7106.611996,7513.149869,7465.316819
200078_s_at,956.9489435,1065.361741,985.3441508,966.9283204,980.125956,964.4765234,983.7010476,972.5697935,977.7899526,1062.69197,940.6628751
200079_s_at,2654.170919,2511.794009,2677.56665,2703.710164,2825.61634,2656.943246,2735.892923,2928.074535,2724.246519,2888.455614,2877.273774
200080_s_at,5954.687165,6355.555556,6563.218416,5767.815944,5928.944921,6006.573461,5960.465995,5820.994999,5936.330788,6553.373628,6197.353543
200081_s_at,7065.755574,7182.791885,7089.44228,7150.062094,6907.046457,6796.120627,6805.0738,6407.813792,6907.046457,6741.454931,6695.836824
200082_s_at,8679.219264,8622.419841,8715.887989,8327.883337,8427.387215,8507.619166,8348.637572,8234.226588,8229.023827,8400.27906,8396.45031
200083_at,735.9010321,752.2737627,770.2685364,791.1226428,847.402585,821.834916,880.4698334,806.4083677,855.9028039,874.1384475,802.7422232
200084_at,2365.461102,2477.046863,2567.490351,2485.476719,2485.681199,2429.328328,2511.588978,2511.588978,2588.956636,2513.044162,2573.488318
200085_s_at,2766.33571,2718.846695,2784.191964,2720.481314,2701.50672,2584.498743,2454.290131,2549.954689,2540.810578,2658.782874,2725.536909
200086_s_at,2720.882882,2552.110155,2561.575552,2493.532651,2432.667957,2577.517728,2486.043627,2552.110155,2444.429039,2703.991564,2630.89328
200087_s_at,1334.684596,1387.565657,1373.602997,1371.196414,1347.255866,1467.34945,1405.821108,1381.991969,1433.689864,1452.733812,1300.597531
200088_x_at,8698.436371,8732.731473,8803.800976,8892.033221,8533.165754,8698.698103,8494.037158,8770.528435,8601.119211,8509.800311,8658.311626
200089_s_at,5350.366498,4963.528301,5145.122741,5105.927059,5117.275642,5312.183709,5096.468094,5226.144415,5145.122741,5247.607768,5265.265415
200090_at,2048.919237,2091.894898,2037.355985,2128.010146,1991.571566,2067.994235,1986.083985,2110.464447,2004.131467,2057.647028,2022.084047
200091_s_at,6147.026868,5719.437437,6277.498184,5668.846389,5660.903425,5657.327797,5778.033778,5512.72991,5751.095336,6232.495289,6064.064544
200092_s_at,7303.72302,7560.478808,7509.602924,7104.884805,7091.607097,7224.946492,7147.772941,6839.789228,7151.790153,7286.200222,7098.101806
200093_s_at,4412.737895,4588.919215,4653.827441,4370.883013,4319.702109,4283.267656,4175.158478,4306.383153,4123.537446,4401.736224,4293.550556
200094_s_at,6523.172293,6097.156464,6651.864166,6590.69283,6728.828239,6897.086326,6985.088553,7106.182776,6563.507249,6844.810084,7183.816189
200095_x_at,6466.000455,6384.181852,6265.917717,6272.033691,6182.655565,6421.327015,5775.416783,6244.301351,6175.517577,6127.665688,5983.997136
200096_s_at,1382.097292,1401.804372,1348.619233,1377.40615,1207.303768,1431.791973,1236.991059,1252.747883,1294.169404,1312.237419,1280.205392
200097_s_at,1602.4755,1815.255207,1774.457458,1690.567866,1745.886932,1774.457458,1872.846528,1846.64555,1774.457458,1807.521524,1643.020314
200098_s_at,582.2279375,599.2194799,617.6828481,601.4433765,564.1421054,631.1248575,578.8826175,619.2095892,616.1118686,559.545273,630.7135614
200099_s_at,12458.14651,12521.20789,12716.43601,12306.59545,12458.14651,12592.81022,12472.05561,12458.14651,12318.73222,13021.59201,12446.15058
200593_s_at,1135.812364,1013.86198,1045.92192,1052.099093,1098.038836,1089.501063,1031.746508,986.5013185,1116.661208,1035.545995,1054.339344
200594_x_at,2525.872998,2534.256764,2668.718835,2641.334204,2787.151899,2515.597023,2649.509973,2604.982869,2729.375548,2699.643548,2554.137432
200595_s_at,755.9305491,808.472068,817.6199833,733.2264177,733.988519,776.591939,814.9526571,687.6693114,796.7010365,799.1761152,723.8648064
200596_s_at,1106.628333,947.9391785,892.3873405,1005.61458,986.0130258,964.6464988,985.1541465,964.6464988,999.4549783,888.4464977,924.8582087
200597_at,128.4306478,117.201582,118.6174708,119.5751317,132.6769433,128.9101291,109.3784592,114.2884482,138.0926605,119.5751317,110.1984836
200598_s_at,1564.324528,1474.019346,1414.460211,1328.846022,1400.073911,1410.982891,1365.741931,1238.559308,1326.90866,1330.272268,1385.509785
200599_s_at,1915.037423,1915.458646,1907.695464,1965.331764,1919.450197,1995.870339,1892.579676,1859.207156,1915.037423,2045.982891,2064.801073
200600_at,1485.029064,1544.362529,1631.883584,1610.394017,1660.173795,1822.010146,1692.153878,1556.813301,1556.016618,1627.482869,1642.563156
200601_at,288.7494515,286.1403755,262.7919401,260.6888866,262.1274985,259.591939,249.3966203,259.591939,242.1203098,248.5022366,227.9783366
200602_at,86.98363621,92.96941428,111.4472505,96.52470515,80.19202026,103.0802054,101.8351302,85.95843742,103.4172705,102.2661176,106.6339736
200603_at,1022.037418,1135.637171,1181.978533,1129.004947,1161.002047,1201.532737,1141.701053,1075.606918,1135.270727,1145.428326,1135.816476
200604_s_at,403.634321,419.4283037,425.2754885,451.0664115,432.4068843,399.3825386,383.6139024,305.2641938,380.2740289,364.6807551,410.4411925
200605_s_at,894.7007923,1005.143751,1015.346125,978.8289732,982.127861,1088.035077,973.5204047,877.8555886,951.2827926,940.2219324,900.3247905
200606_at,8.120799211,9.00071995,8.662887536,8.794767673,9.230175665,7.623772621,8.70578576,8.817151739,7.50933281,8.594794392,7.825773564
200607_s_at,1860.929876,1761.837656,1873.764696,1890.695213,2009.157502,1950.159794,2044.486497,1786.880274,1923.997411,1870.299103,2004.466717
200608_s_at,1788.834065,1953.819251,2031.445845,1942.289149,1860.786543,2106.881149,2019.981974,1964.877448,1972.129853,2216.12799,2156.619255
200609_s_at,2394.2779,2410.32367,2439.019246,2542.418241,2533.17452,2592.690001,2536.734045,2822.342837,2488.037951,2563.348646,2597.973792
200610_s_at,3978.436136,3903.391982,4114.299394,4029.990529,3884.579868,4192.338174,4214.641105,4063.708318,4281.101078,4137.342969,4175.049763
200611_s_at,1625.152326,1574.727631,1553.973792,1727.930418,1665.578067,1732.188897,1687.173787,1658.17209,1663.929473,1678.828328,1744.321932
200612_s_at,157.1716987,149.028484,168.5026332,161.1204224,146.9887619,162.7944852,173.8464916,191.1970539,180.9370443,140.7570956,132.7071857
200613_at,954.7531792,960.7911209,946.7444802,996.5673714,1012.548554,998.9566432,996.5673714,1021.874935,951.9828636,1070.956487,993.6898624
200614_at,3037.39196,2849.269771,2724.843165,3113.793827,3295.291973,3165.364465,3532.29541,3309.986891,3276.680222,3263.301397,3201.756965
200615_s_at,228.6621885,221.1681324,237.904639,254.4762042,226.9248012,235.2919415,257.9151389,246.8036054,260.0858718,231.9698232,242.2464855
200616_s_at,1168.277513,1190.317497,1025.818732,995.5692731,1069.719236,995.5692731,959.8464664,908.0194268,958.5061642,970.7433718,896.1970597
200617_at,212.8555775,226.1913314,208.4919426,225.8068935,227.791478,219.0215562,224.366921,221.3251665,217.2010324,202.5402768,203.5169511
200618_at,706.2292672,728.660126,725.8646718,748.3412549,738.8010343,785.4391198,782.7919456,814.8110777,727.7378784,786.8816279,774.2489827
200619_at,1000.779446,1012.090128,1009.446503,1095.887517,1085.979881,1085.194635,1030.088221,1137.1891,1068.818743,1109.381811,1105.006017
200620_at,1443.528324,1493.41016,1481.919518,1442.398276,1423.328328,1427.2934,1453.237419,1442.699171,1352.325298,1497.095792,1407.769438
200621_at,230.3804412,234.3491454,234.2531897,238.3784051,231.6919437,213.4192164,228.6346171,229.3957552,238.6027041,264.0580294,232.5497077
200622_x_at,772.4509241,732.0192128,742.1563537,799.2225422,732.0192128,753.2942099,658.777189,643.8936721,721.1402523,697.2568934,755.0787789
200623_s_at,581.8801628,585.6456552,581.65475,588.2919173,553.3840215,570.4555809,559.185692,542.3464833,570.4555809,561.9294934,575.69327
200624_s_at,1609.542553,1500.993649,1762.35449,1670.167203,1677.639915,1683.358174,1757.739357,1626.443283,1679.328328,1677.639915,1793.892988
200625_s_at,2199.379522,2238.109838,2120.519675,2173.002532,2148.197232,2082.950468,2218.005454,2224.929466,2092.137432,2177.825101,2127.433202
200626_s_at,2097.68655,2464.691964,2417.378918,2387.491969,2465.088291,2466.040662,2629.667657,2483.546023,2502.874073,2677.585352,2558.027064
200627_at,5849.718766,6141.777753,6141.553782,5983.034917,6329.895469,6026.293471,6482.219219,6065.756269,6348.621943,6774.715818,6352.303171
200628_s_at,350.3982892,343.6654926,344.2781827,369.7912114,363.4380084,359.9015707,362.8835666,407.2574875,353.7441961,362.8835666,385.6799566
200629_at,342.3293499,333.6010332,337.1910937,337.9292551,360.0519391,313.6646707,313.8007167,369.5101241,331.3083275,333.6010332,324.1245872
200630_x_at,5578.730292,5793.313608,5680.003659,5498.792018,5680.003659,5560.683022,5719.437437,6018.783686,5635.477285,5798.535699,5341.587817
200631_s_at,3513.482869,3602.619233,3602.619233,3602.619233,3620.347222,3639.018715,3578.474558,3648.408484,3652.907331,3602.619233,3524.183343
200632_s_at,53.66793866,61.56124349,63.28188016,71.14248765,62.7734708,66.33657801,59.84976673,64.75850306,57.86986549,61.56124349,61.56124349
200633_at,8797.118459,8760.702139,8912.909248,9143.611826,8429.977951,8751.266288,8750.464288,9323.537659,8795.205942,8798.285686,8842.619299
200634_at,6578.559507,6652.426329,6581.42994,6749.194571,6484.191964,6382.873783,6313.32701,5531.277553,6366.489708,6402.098759,6442.255564
200635_s_at,24.29767947,22.44699933,24.04330428,19.45236297,20.08911044,21.71280192,21.5033653,21.38460611,22.57920823,18.68675969,21.71280192
200636_s_at,60.20850004,58.24383049,57.16221966,66.49177282,55.05140961,65.35807942,60.55273444,64.96949071,61.86770975,56.14665392,56.3687554
200637_s_at,10.17862486,12.47717882,10.92613359,12.35867721,13.99887491,12.98912704,12.54685889,14.50858654,11.4915001,12.59425789,12.38102284
200638_s_at,3394.445031,3771.342866,3737.43035,3617.80071,3613.798317,3769.916152,3690.701064,2953.210222,3478.184096,3617.80071,3524.274879
200639_s_at,2203.79229,2149.671592,2421.364705,2255.277232,2347.886958,2666.269425,2320.876966,2293.96839,2376.743456,2267.410419,2504.761712
200640_at,2502.623435,2705.963326,2596.019246,2966.018878,3000.79761,3075.008095,2969.059466,2691.814413,2892.640315,2883.644607,2883.78724
200641_s_at,3245.618619,3023.626646,3021.754033,3408.432646,3387.846483,3158.724757,3299.112822,2577.944956,3187.186998,3145.711785,3295.223086
200642_at,5601.752068,5520.704941,5624.741285,5481.940015,5423.771608,5475.436235,5316.145195,5338.562398,5438.237375,5300.473759,5405.379544
200643_at,319.6283048,272.1464877,293.7469889,283.1454321,310.9627296,329.1053902,336.7374788,334.6459946,314.0027395,335.7907012,332.7589558
200644_at,2460.459998,2404.232749,2369.873481,2301.06699,2258.497475,2345.251047,2284.245669,2211.194873,2264.755619,2313.766279,2227.765032
200645_at,1850.985479,1937.890568,1834.719464,1909.902761,1866.691964,1860.917544,1810.779554,1876.739094,1857.119305,1926.052172,1753.619604
200646_s_at,158.9442025,153.7338478,147.3158679,153.5027872,157.6207246,144.5032223,142.1215068,153.5027872,137.1189794,168.210128,145.0719913
200647_x_at,2285.946514,2244.628333,2348.198977,2539.212863,2503.169154,2472.746013,2541.346799,2751.811929,2660.6392,2646.309118,2630.181979
200648_s_at,350.0267211,332.5828503,349.1192106,356.6918065,353.1666705,341.5230098,369.1683265,297.6828481,349.1192106,355.9356042,371.1010276
200649_at,229.1197152,224.1087891,225.6919437,225.3496678,274.5292939,214.0320533,216.921934,223.955449,201.3629049,224.1042025,224.1042025
200650_s_at,7088.794663,7068.819228,6962.228319,6914.880763,7032.842656,6897.584941,6950.821799,7065.102989,6810.919282,7211.707578,7067.20436
200651_at,9870.820704,9257.807767,9019.264496,9532.527393,9503.928204,9157.02403,9257.807767,8778.754959,9232.482714,9229.094756,9551.868775
200652_at,1140.804876,1106.074153,1046.304894,1107.677659,1028.999467,971.1930232,1018.758703,1024.99103,1024.355594,1043.8465,1043.8465
200653_s_at,1324.600559,1280.467244,1194.280572,1189.422391,1088.672468,1213.159808,1108.232193,1066.955609,1065.386767,1166.010845,1168.54095
200654_at,882.4741661,928.8450286,839.4953261,951.3764837,876.8182544,858.2816758,853.1908527,904.6010498,903.0991691,914.4960484,903.0991691
200655_s_at,1730.630992,1762.973769,1751.279989,1743.96659,1682.064701,1662.491969,1733.773796,1607.791156,1708.831386,1781.504965,1733.773796
200656_s_at,680.4573223,737.5192183,738.1042148,759.1271376,746.2454507,769.0021826,811.4814835,826.3821397,782.2331945,868.3585652,844.5801487
200657_at,4165.434422,4166.946492,4310.607887,4347.81925,4034.189157,4036.419997,4153.814236,4213.55764,4033.839696,4166.946492,4203.953794
200658_s_at,1302.744938,1264.478856,1319.857066,1348.710142,1293.230619,1240.269202,1263.86514,1280.830337,1305.204414,1357.809701,1376.857269
200659_s_at,257.7226694,229.1101233,230.073756,234.8263531,233.2353976,222.5066199,243.7632276,250.491526,236.9328089,237.3185828,257.0574522
200660_at,11.90539071,10.01414899,9.859028895,10.67631886,10.09479769,11.58037687,8.821084407,11.03656949,10.00351183,9.232767864,9.941206085
200661_at,306.0914764,307.2592318,295.8075644,291.2601643,301.6978931,303.7283026,292.5001278,304.6853321,304.8553532,312.4494288,304.6853321
200662_s_at,969.508574,1002.946794,992.9574381,1049.401049,1035.581975,1084.291962,1099.521525,1124.930148,1120.953891,1123.915587,1079.320972
200663_at,1543.523837,1610.035945,1526.495324,1589.091956,1526.495324,1518.3859,1418.546446,1431.71278,1415.605493,1568.69971,1418.519435
200664_s_at,1615.990552,1690.619255,2021.240737,1998.846898,2017.385975,2160.793317,1936.927613,2038.990768,1998.846898,2293.820931,2244.028324
200665_s_at,212.619614,230.5828503,228.6456274,225.0199341,234.1092208,220.0161827,232.5722379,212.8199153,237.9693179,241.1263833,245.2828514
