"ID_REF"	"GSM958123"	"GSM958124"	"GSM958125"	"GSM958126"	"GSM958127"	"GSM958128"	"GSM958129"	"GSM958130"
"1415670_at"	10.369633	10.319233	10.313233	10.358084	10.264548	10.293108	10.247138	10.319966
"1415671_at"	10.872617	10.861556	10.83633	10.918014	10.754101	10.907569	10.861957	10.86833
"1415672_at"	12.528891	12.464777	12.467861	12.432178	12.502587	12.47647	12.494367	12.476923
"1415673_at"	10.862188	10.239935	10.474388	10.542685	10.877651	10.153968	10.432951	10.530515
"1415674_a_at"	11.343481	11.361696	11.369493	11.310719	11.35028	11.210204	11.347019	11.289862
"1415675_at"	9.428051	9.357552	9.322682	9.469424	9.409096	9.343858	9.331172	9.404627
"1415676_a_at"	12.668416	12.541699	12.522806	12.67185	12.719846	12.503415	12.56813	12.666057
"1415677_at"	8.674184	8.836646	8.847549	8.952244	8.395851	8.796016	8.880462	8.916921
"1415678_at"	10.117113	9.981967	9.971513	10.000712	10.116039	9.922468	9.894069	9.883315
"1415679_at"	12.311675	12.452009	12.40537	12.42493	12.352907	12.403556	12.44156	12.435943
"1415680_at"	10.399507	10.339382	10.195079	10.317386	10.36403	10.211783	10.352618	10.26889
"1415681_at"	10.8851	10.951965	10.886855	10.946778	10.910213	10.898549	10.86148	10.914978
"1415682_at"	8.912759	8.590439	8.692652	8.734979	8.719051	8.741291	8.60051	8.613477
"1415683_at"	11.829698	11.90711	11.860493	11.897145	11.75702	11.790363	11.848943	11.841199
"1415684_at"	8.690302	8.70334	8.605976	8.676028	8.540526	8.665749	8.673588	8.820573
"1415685_at"	9.290705	9.14816	9.021885	9.104659	9.083451	9.168078	8.928992	9.117369
"1415686_at"	9.492109	9.16812	9.28196	9.234464	9.381278	9.296362	9.173799	9.152513
"1415687_a_at"	12.143837	11.998586	11.806116	11.864599	12.137312	11.99957	11.802311	11.831358
"1415688_at"	11.158616	11.01558	10.799065	11.003436	11.095965	10.975149	10.779301	11.01919
"1415689_s_at"	9.734404	9.794412	9.621488	9.777115	9.779352	9.804483	9.704994	9.724064
"1415690_at"	10.139901	10.188108	10.272323	10.308779	10.092007	10.092433	10.273737	10.243158
"1415691_at"	9.943684	9.81797	9.787066	9.835437	9.912139	9.841659	9.875152	9.894515
"1415692_s_at"	12.786505	12.834686	12.893887	12.959627	12.764223	12.945161	12.879323	12.899201
"1415693_at"	10.344698	10.314169	10.295354	10.450374	10.335897	10.314135	10.297057	10.324083
"1415694_at"	10.45093	10.395917	10.1186	10.515822	10.423292	10.358197	10.031956	10.533017
"1415695_at"	11.589934	11.52844	11.533749	11.610038	11.521488	11.570472	11.432697	11.571917
"1415696_at"	10.965773	10.873252	10.846389	10.905693	10.922834	10.817118	10.933954	10.875332
"1415697_at"	10.901688	11.009727	10.849716	10.975195	10.963391	10.913782	10.968393	11.018843
"1415698_at"	8.400438	8.229353	8.317034	8.360658	8.31848	8.219487	8.260949	8.351723
"1415699_a_at"	11.348883	11.280315	11.316695	11.282231	11.390923	11.197643	11.326767	11.202896
"1415700_a_at"	11.970672	11.988311	11.997955	12.081876	11.814767	12.0343	12.061813	12.086232
"1415701_x_at"	15.076299	15.07858	15.070542	15.083333	15.082138	15.098589	15.073637	15.079427
"1415702_a_at"	11.379892	11.260612	11.298022	11.324019	11.298201	11.426703	11.326462	11.323428
"1415703_at"	10.857032	10.628533	10.708641	10.719398	10.791579	10.782715	10.654987	10.618947
"1415704_a_at"	12.02494	11.987412	11.854614	11.892277	11.996847	11.893557	11.798023	11.86019
"1415705_at"	9.233355	9.487825	9.289393	9.39961	9.218006	9.410173	9.360633	9.313938
"1415706_at"	11.82699	11.735339	11.756418	11.848322	11.777531	11.745109	11.803625	11.787809
"1415707_at"	10.312831	10.400982	10.30072	10.327171	10.342615	10.335168	10.377332	10.310639
"1415708_at"	10.032531	9.876067	9.814449	9.846272	9.850363	9.992019	9.813727	9.76901
"1415709_s_at"	9.012072	8.771574	8.850427	8.844651	9.067356	8.961048	8.869551	8.954198
"1415710_at"	10.240802	10.115365	10.174596	10.241789	10.181757	10.018137	10.143065	10.252533
"1415711_at"	9.795929	9.531725	9.422448	9.531002	9.763674	9.543155	9.512479	9.492566
"1415712_at"	9.161697	8.831582	8.827456	8.743933	8.922089	9.014529	8.615024	8.707738
"1415713_a_at"	10.517552	10.536841	10.440477	10.466982	10.508838	10.406485	10.451391	10.485775
"1415714_a_at"	12.143002	12.035136	12.031136	12.071771	12.131611	11.969148	12.059526	12.057776
"1415715_at"	7.886333	7.735275	7.598791	7.952625	7.797793	7.703878	7.732074	7.886375
"1415716_a_at"	14.824859	14.784874	14.754905	14.722109	14.781245	14.816	14.690685	14.715855
"1415717_at"	10.240037	10.111452	10.018997	10.060755	10.243185	10.146542	10.103264	10.06261
"1415718_at"	9.685384	9.710324	9.538725	9.60608	9.652282	9.582754	9.490901	9.542375
"1415719_s_at"	9.410271	9.289468	9.368528	9.368095	9.465516	9.125833	9.391382	9.489512
"1415720_s_at"	8.679215	8.975839	9.022945	8.859684	8.701	8.734142	8.933205	8.974016
"1415721_a_at"	9.958519	9.763812	9.713499	9.765412	9.943809	9.773735	9.734934	9.626596
"1415722_a_at"	10.294182	10.389928	10.376439	10.415859	10.364096	10.293168	10.400689	10.443836
"1415723_at"	11.575754	11.482465	11.465714	11.453172	11.622073	11.548026	11.513963	11.486541
"1415724_a_at"	12.207238	12.225573	12.197207	12.261856	12.154648	12.326133	12.117594	12.1861
"1415725_at"	8.67326	8.603575	8.380863	8.580096	8.710578	8.603727	8.55099	8.562602
"1415726_at"	9.636731	9.527869	9.404567	9.564653	9.531821	9.471945	9.489632	9.468714
"1415727_at"	11.011674	11.069635	11.083346	11.129095	10.952822	11.091365	11.065304	11.073124
"1415728_at"	10.891918	10.890924	10.869811	10.919758	10.875871	10.906504	10.901974	10.882438
"1415729_at"	9.462705	9.342865	9.325521	9.37222	9.427224	9.200041	9.400984	9.298031
"1415730_at"	9.928444	9.900263	9.820605	9.857921	9.884821	10.012948	9.827367	9.922269
"1415731_at"	9.301641	9.317856	9.286237	9.329054	9.235782	9.140736	9.342818	9.316856
"1415732_at"	9.141351	9.286185	9.166715	9.20824	9.131821	9.15811	9.319233	9.240477
"1415733_a_at"	12.054232	12.065406	12.047045	12.006987	12.07065	11.986301	12.101114	11.971227
"1415734_at"	12.044157	11.863751	11.83229	11.866738	12.004327	11.863063	11.877127	11.874338
"1415735_at"	11.422602	11.217199	11.183223	11.211814	11.323152	11.234094	11.240647	11.126424
"1415736_at"	11.998342	12.249284	12.085526	12.174952	11.869177	12.316253	12.090376	12.104685
"1415737_at"	10.450285	10.401266	10.307647	10.356195	10.343414	10.37206	10.28245	10.330693
"1415738_at"	10.267346	9.9596	10.038695	10.013218	10.31275	9.900209	9.871706	10.013427
"1415739_at"	10.606879	10.375235	10.327323	10.347537	10.555415	10.34502	10.328421	10.287139
"1415740_at"	11.309017	11.23638	11.22346	11.371407	11.377213	11.208912	11.25191	11.379067
"1415741_at"	10.917734	10.650183	10.574344	10.631582	10.855325	10.652149	10.679785	10.729314
"1415742_at"	11.33946	11.302789	11.126857	11.224325	11.308238	11.322481	11.147385	11.16545
"1415743_at"	8.761771	8.539212	8.511549	8.57451	8.596787	8.557351	8.587257	8.466843
"1415744_at"	12.060018	11.873563	11.810448	11.857575	12.047625	11.805423	11.840005	11.827
"1415745_a_at"	9.340646	9.480853	9.450325	9.471087	9.464232	9.42384	9.489722	9.629738
"1415746_at"	9.903114	9.777708	9.76001	9.780508	9.842631	9.983495	9.763036	9.681264
"1415747_s_at"	11.133721	11.089734	11.019504	11.072849	11.095281	11.144729	11.055273	11.079768
"1415748_a_at"	10.605084	10.623221	10.455467	10.645095	10.532223	10.545741	10.555781	10.658731
"1415749_a_at"	10.674053	10.550075	10.522536	10.610551	10.632852	10.554876	10.540312	10.565052
"1415750_at"	8.627028	8.387526	8.465758	8.46481	8.551882	8.436013	8.394636	8.507849
"1415751_at"	11.227123	11.218803	11.275447	11.32327	11.197942	11.298525	11.341813	11.312207
"1415752_at"	11.547555	11.591195	11.462799	11.65987	11.554254	11.525511	11.566768	11.640953
"1415753_at"	10.489343	10.555962	10.594198	10.579449	10.46929	10.517591	10.619873	10.579775
"1415754_at"	10.882203	11.004705	11.074802	11.068931	10.911175	10.91343	11.022544	11.04127
"1415755_a_at"	11.837304	11.7189	11.63798	11.684995	11.647738	11.890306	11.665311	11.68668
"1415756_a_at"	9.425305	9.579327	9.48903	9.657207	9.39318	9.594602	9.448457	9.602255
"1415757_at"	7.969047	7.571882	7.657066	7.656276	7.822655	7.85167	7.539835	7.554476
"1415758_at"	9.268969	9.246791	9.328906	9.293309	9.32746	9.22861	9.327323	9.328978
"1415759_a_at"	11.435367	11.524573	11.453381	11.563273	11.444826	11.411742	11.508978	11.516308
"1415760_s_at"	10.768551	10.883062	10.874527	10.903796	10.815873	10.819795	10.856274	10.845788
"1415761_at"	11.560735	11.484956	11.515578	11.459579	11.452736	11.480164	11.366998	11.455285
"1415762_x_at"	11.821047	11.813752	11.78427	11.785903	11.816626	11.814069	11.768989	11.734998
"1415763_a_at"	10.571532	10.790473	10.643663	10.648735	10.545694	10.706952	10.713528	10.666304
"1415764_at"	11.386892	11.348163	11.317878	11.312462	11.373569	11.395367	11.311443	11.287815
"1415765_at"	10.361662	10.150759	10.139522	10.221232	10.249062	10.19016	10.064773	10.169026
"1415766_at"	8.192398	8.081353	8.062646	8.067969	8.065236	8.060355	8.177819	8.095382
"1415767_at"	9.903678	9.773477	9.788596	9.746658	9.748493	9.804823	9.768948	9.729916
"1415768_a_at"	10.94854	10.760401	10.782632	10.725195	10.828514	10.94418	10.606797	10.643358
"1415769_at"	9.293256	9.266708	9.277573	9.264997	9.219907	9.26721	9.168638	9.190914
"1415770_at"	8.891238	8.984366	8.881494	8.992191	8.89914	8.896641	8.987935	9.125417
"1415771_at"	13.931025	13.920148	13.907726	13.882556	13.89038	13.904857	13.893909	13.900905
"1415772_at"	9.094214	9.163119	9.064467	9.077784	8.88988	9.058241	8.934371	9.003297
"1415773_at"	13.180275	13.147857	13.108436	13.085927	13.058401	13.226713	12.988654	13.057526
"1415774_at"	9.741575	9.488516	9.639645	9.588792	9.72193	9.500814	9.652128	9.671569
"1415775_at"	12.608706	12.485161	12.532556	12.555377	12.63982	12.489911	12.530881	12.564057
"1415776_at"	7.989922	7.731859	7.787783	7.879747	7.946984	7.862624	7.514866	7.777554
"1415777_at"	6.038767	5.895229	5.936812	5.951629	6.156207	5.862642	6.267937	6.223501
"1415778_at"	12.019072	12.025784	12.012809	11.988347	11.984287	11.98251	12.022343	12.003142
"1415779_s_at"	14.645193	14.72503	14.753095	14.774123	14.614652	14.726132	14.730234	14.781312
"1415780_a_at"	7.344557	7.346127	7.242216	7.334139	7.420958	7.459886	7.144866	7.437539
"1415781_a_at"	13.808687	13.756268	13.784186	13.760424	13.742705	13.824201	13.750753	13.767973
"1415782_at"	13.060829	13.022961	12.965161	13.029833	13.083988	13.043598	13.015217	13.012688
"1415783_at"	11.820656	11.631756	11.579892	11.611111	11.743239	11.638062	11.555169	11.649154
"1415784_at"	9.70906	9.597088	9.536541	9.630819	9.665908	9.51859	9.565331	9.603897
"1415785_a_at"	12.495874	12.305368	12.248417	12.294716	12.3068	12.328145	12.196576	12.243584
"1415786_at"	6.019958	6.192683	6.220897	6.231741	6.266946	6.149441	6.01399	6.276653
"1415787_at"	10.651787	10.539103	10.468726	10.604376	10.57674	10.55469	10.425595	10.561286
"1415788_at"	8.502685	8.258088	8.287346	8.438554	8.355335	8.204636	8.288643	8.285316
"1415789_a_at"	5.582398	5.260042	5.367793	5.382468	5.546558	5.036548	5.276108	5.331482
"1415790_at"	7.31067	7.200435	7.071696	7.191481	7.198344	7.195518	7.030189	7.277428
"1415791_at"	9.316656	9.332527	9.324051	9.360268	9.379042	9.232388	9.29545	9.356081
"1415792_at"	11.000527	10.878411	10.743851	10.895464	10.929828	10.926863	10.716456	10.870229
"1415793_at"	9.118449	9.197331	9.110523	9.154091	9.08221	9.026187	9.24492	9.258204
"1415794_a_at"	9.225741	9.016994	8.989236	9.019781	8.982241	9.243933	8.858506	9.019655
"1415795_at"	8.133565	8.293266	8.164179	8.222939	8.15311	8.325029	8.056561	8.227267
"1415796_at"	11.900801	11.980544	11.882897	11.898913	11.907783	11.982683	11.892953	11.848182
"1415797_at"	8.310795	8.119985	8.436612	8.366365	8.229353	8.301433	8.326335	8.103704
"1415798_at"	7.217454	6.847412	7.194306	7.013896	7.075065	7.001863	6.823352	6.865614
"1415799_at"	10.599306	10.462348	10.434223	10.37303	10.396374	10.55052	10.427599	10.362401
"1415800_at"	7.29599	7.022243	7.150718	7.235088	6.969663	7.337499	7.033347	7.038896
"1415801_at"	6.353162	6.454492	6.577957	6.510616	6.509895	6.465748	6.597436	6.687274
"1415802_at"	11.240762	11.114738	10.996192	11.107179	11.107126	11.132892	10.947633	11.068824
"1415803_at"	6.490387	6.817053	6.792073	6.75474	6.666286	6.666284	6.849484	6.92541
"1415804_at"	7.717388	7.540043	7.681949	7.545597	7.609077	7.526705	7.658384	7.718498
"1415805_at"	7.013896	6.957841	7.125603	6.836466	7.19782	6.970756	7.198926	7.025717
"1415806_at"	5.561951	5.073873	5.365925	5.321723	5.147837	5.117594	5.104218	5.289901
"1415807_s_at"	10.948222	11.07514	11.002858	10.938916	11.125551	10.903801	11.005313	10.921072
"1415808_at"	4.555389	4.799342	4.652687	4.625148	4.688503	4.718446	4.845346	4.701078
"1415809_at"	5.102793	4.924951	4.974282	4.956585	4.91473	4.795693	4.95667	5.009587
"1415810_at"	10.620393	10.622551	10.685116	10.718161	10.693364	10.589519	10.727021	10.666019
"1415811_at"	10.162758	10.05102	10.05136	10.054371	10.091478	9.784976	10.062534	10.044329
"1415812_at"	10.121877	10.410473	10.677243	10.56844	9.90887	10.564091	10.498087	10.416749
"1415813_at"	10.405011	10.227376	10.216728	10.244119	10.381393	10.148578	10.236416	10.089027
"1415814_at"	10.745828	10.512152	10.46606	10.48927	10.708703	10.410882	10.465327	10.48395
"1415815_at"	4.392306	4.538928	4.583754	4.434103	4.465601	4.501611	4.603498	4.604192
"1415816_at"	12.641089	12.465162	12.412805	12.349882	12.594158	12.41637	12.410477	12.264302
"1415817_s_at"	12.581486	12.450207	12.323298	12.343394	12.554625	12.486909	12.321488	12.313668
"1415818_at"	12.017052	11.860899	11.743964	11.909192	11.826395	12.101715	11.830052	11.79294
"1415819_a_at"	11.585068	11.512178	11.487485	11.493411	11.61307	11.518809	11.510202	11.477699
"1415820_x_at"	12.374665	12.404766	12.507401	12.41909	12.405459	12.420219	12.401385	12.404829
"1415821_at"	10.559527	10.58285	10.584563	10.698964	10.413311	10.744648	10.498661	10.6503
"1415822_at"	12.292289	12.66645	12.644926	12.767721	12.209055	12.779697	12.697213	12.748016
"1415823_at"	11.131511	11.450624	11.490321	11.750423	11.075247	11.437332	11.500063	11.687233
"1415824_at"	9.845395	10.209713	10.21383	10.608026	9.70854	10.149478	10.249144	10.531794
"1415825_s_at"	9.732885	9.408035	9.327388	9.333647	9.590093	9.341398	9.247034	9.204735
"1415826_at"	9.540996	9.572944	9.393457	9.420375	9.452579	9.412961	9.373914	9.434525
"1415827_a_at"	12.010359	12.059981	12.041553	12.079371	12.069095	11.978051	12.011332	12.113745
"1415828_a_at"	12.04584	12.021799	11.952784	12.078652	12.015759	11.945204	11.947655	12.044971
"1415829_at"	11.518733	11.696799	11.64808	11.809829	11.391756	11.750282	11.639927	11.788516
"1415830_at"	8.853717	8.776956	8.878128	8.812939	8.908215	8.747686	8.752854	8.782134
"1415831_at"	11.894665	11.740572	11.724955	11.772869	11.782404	11.632875	11.737708	11.766862
"1415832_at"	4.05797	4.109888	4.072802	4.026264	4.042147	4.040663	4.118811	4.121581
"1415833_x_at"	15.009385	14.980721	14.958528	14.983147	15.012965	14.983002	14.983018	14.994405
"1415834_at"	9.980214	10.247542	10.097413	10.042954	10.047393	10.312732	10.017147	9.993938
"1415835_at"	4.88996	5.068704	5.058218	4.86275	5.053184	5.043456	5.073743	5.169345
"1415836_at"	9.220934	9.038608	9.040875	9.267064	9.150741	9.124089	9.142072	9.227347
"1415837_at"	4.42331	4.365151	4.401862	4.383585	4.560538	4.284627	4.131316	4.43423
"1415838_at"	11.089001	10.951884	10.813958	10.932389	10.942426	10.993017	10.875643	10.896678
"1415839_a_at"	14.326298	14.28678	14.280636	14.234012	14.341474	14.353172	14.240572	14.267414
"1415840_at"	11.429702	11.496408	11.573603	11.585098	11.32354	11.451126	11.595098	11.577645
"1415841_at"	10.378957	10.278303	10.233154	10.378586	10.402588	10.282322	10.288141	10.304837
"1415842_at"	8.228607	8.205031	8.061686	8.309556	8.206863	8.334712	8.42035	8.235704
"1415843_at"	7.905023	7.972048	7.949629	8.051304	8.001162	7.762214	8.011541	8.078335
"1415844_at"	4.234014	4.494559	4.286383	4.316052	4.263412	4.213187	4.361681	4.27962
"1415845_at"	5.607547	5.609916	5.591172	5.565336	5.705164	5.323181	5.733216	5.605626
"1415846_a_at"	4.574323	4.536304	4.527623	4.504631	4.667445	4.449753	4.675005	4.822474
"1415847_at"	6.54324	6.614957	6.794287	6.568123	6.549643	6.602413	6.68573	6.570845
"1415848_at"	7.054148	6.773164	6.880998	6.818648	6.976158	6.824947	6.932129	6.963326
"1415849_s_at"	12.920091	12.809105	12.87117	12.862037	12.902762	12.837096	12.895188	12.84977
"1415850_at"	8.826627	9.100011	8.78224	9.033194	8.79263	8.963634	8.729687	8.931195
"1415851_a_at"	12.802433	12.810442	12.840654	12.743229	12.879818	12.706982	12.850234	12.763054
"1415852_at"	12.837138	12.761935	12.787309	12.733942	12.806969	12.681994	12.795868	12.71607
"1415853_at"	8.391489	8.285922	8.450725	8.396305	8.407955	8.270945	8.358887	8.440121
"1415854_at"	5.398084	5.24094	5.33181	5.148039	5.330834	5.421976	5.377064	5.157037
"1415855_at"	4.991532	4.567481	5.0844	5.059375	4.869968	5.227846	5.223482	4.858911
"1415856_at"	10.689957	10.786667	10.817869	10.821049	10.559843	10.757588	10.726556	10.731494
"1415857_at"	12.405887	12.553566	12.527123	12.59762	12.392166	12.520751	12.523865	12.561662
"1415858_at"	13.624738	13.504465	13.406274	13.511993	13.574457	13.493215	13.427602	13.482755
"1415859_at"	12.609897	12.485276	12.360879	12.503354	12.518873	12.417971	12.359962	12.439758
"1415860_at"	11.22974	11.002574	11.132365	11.192508	11.19835	10.887209	11.231996	11.215512
"1415861_at"	4.82656	4.854987	5.076851	5.032458	4.800102	4.960082	4.917772	4.982532
"1415862_at"	5.085026	5.168186	5.103802	5.108456	5.31511	4.998417	5.386367	5.420955
"1415863_at"	12.653529	12.419876	12.485867	12.464114	12.458084	12.53398	12.443349	12.528446
"1415864_at"	6.60985	6.556747	6.277891	6.306928	6.606705	6.303986	6.365141	6.395895
"1415865_s_at"	6.933324	6.796421	6.697977	6.745116	7.108716	6.660744	6.833322	6.895255
"1415866_at"	9.086431	9.097241	8.912301	9.03747	9.050849	9.104318	8.997846	8.941717
"1415867_at"	13.424479	13.344745	13.309276	13.293208	13.427276	13.247228	13.363514	13.262359
"1415868_at"	6.304382	6.377747	6.482289	6.41218	6.344226	6.162294	6.488036	6.321336
"1415869_a_at"	11.846231	11.770703	11.74567	11.731743	11.808486	11.791874	11.757298	11.67391
"1415870_at"	10.936072	10.569185	10.71966	10.596577	10.960152	10.577096	10.666145	10.55162
"1415871_at"	4.601524	4.593694	4.664741	4.55427	4.623791	4.481057	4.73062	4.680741
"1415872_at"	12.561906	12.501483	12.583751	12.606907	12.491657	12.642712	12.489773	12.525395
"1415873_a_at"	10.372169	10.205893	10.141251	10.222761	10.305698	10.267648	10.222993	10.168338
"1415874_at"	10.544041	10.429654	10.169482	9.977534	10.525258	10.44813	10.327378	10.15691
"1415875_at"	6.630546	7.088026	7.046924	7.1515	7.176269	7.148829	7.12576	7.178657
"1415876_a_at"	14.682072	14.633201	14.641747	14.632344	14.660845	14.660027	14.632888	14.640082
"1415877_at"	5.973602	5.86387	5.817617	5.800933	5.908547	5.904564	5.990338	5.813283
"1415878_at"	10.978856	10.832404	11.055157	11.033916	11.012775	10.810117	11.082592	10.997372
"1415879_a_at"	15.004713	14.961657	14.939229	14.941469	14.979259	14.969975	14.950038	14.943069
"1415880_a_at"	11.845975	11.787265	11.628652	11.716017	11.774999	11.797809	11.614463	11.66609
"1415881_at"	12.03684	11.875301	11.830433	11.980715	12.008325	11.882511	11.889279	11.924222
"1415882_at"	13.552244	13.449053	13.428432	13.553041	13.518622	13.418295	13.457855	13.493698
"1415883_a_at"	5.294887	5.246427	5.416449	5.217919	5.452148	5.250602	5.695276	5.356438
"1415884_at"	7.524686	7.513985	7.608216	7.477929	7.582601	7.58217	7.655081	7.719622
"1415885_at"	5.231759	5.159911	5.402403	5.26942	5.012264	5.223482	5.440455	5.114975
"1415886_at"	8.051202	8.028281	8.14012	8.150312	8.186046	8.104284	8.205948	8.283603
"1415887_at"	11.771802	11.589971	11.638825	11.597943	11.753084	11.539855	11.675062	11.596549
"1415888_at"	12.216438	11.96505	11.927586	11.875411	12.157925	12.047843	11.91986	11.880101
"1415889_a_at"	12.182636	12.21499	12.272194	12.389683	12.00871	12.381874	12.133452	12.338308
"1415890_at"	9.383028	9.504691	9.304728	9.413024	9.356354	9.342015	9.422952	9.444388
"1415891_at"	10.839949	10.793121	10.806384	10.894271	10.825611	10.824562	10.80308	10.84922
"1415892_at"	9.075458	8.850868	8.613475	8.634761	9.016294	8.769745	8.693855	8.594531
"1415893_at"	8.56428	8.371674	8.243914	8.378654	8.453767	8.295822	8.37869	8.300875
"1415894_at"	5.738924	5.846797	5.900855	5.928174	5.806617	5.950943	5.834632	6.190202
"1415895_at"	11.611155	11.674573	11.978511	11.767934	11.810164	11.589227	11.947847	11.875997
"1415896_x_at"	11.121534	11.182549	11.495609	11.326948	11.29218	11.136324	11.373533	11.408615
"1415897_a_at"	10.075478	8.001738	10.668665	10.606161	7.806717	10.635397	8.662174	8.622809
"1415898_at"	5.598472	5.624559	5.633595	5.442824	5.624559	5.341526	5.902701	5.638352
"1415899_at"	11.88747	11.992405	12.005972	11.80465	11.929432	11.98986	11.91916	11.755696
"1415900_a_at"	6.879964	7.617964	7.173381	7.399456	6.707965	7.694192	7.276995	7.346711
"1415901_at"	10.395805	10.115879	10.098607	9.987089	10.468727	10.080685	10.208602	10.127279
"1415902_at"	5.881326	6.006439	6.25971	6.32694	5.939962	6.130112	6.235817	6.190879
"1415903_at"	10.261564	10.227235	10.204115	10.230108	10.371795	10.164035	10.19934	10.192165
"1415904_at"	8.307505	6.276473	8.552289	8.659792	6.397127	8.561743	6.903808	6.780607
"1415905_at"	5.363236	5.179558	5.144202	5.138543	5.268243	5.050054	5.260464	5.110297
"1415906_at"	14.580604	14.646544	14.677918	14.693597	14.57701	14.651932	14.661221	14.683151
"1415907_at"	12.251024	12.497146	12.297275	12.417486	12.168721	12.591499	12.304597	12.406875
"1415908_at"	8.229403	8.272561	8.152846	8.19652	7.923851	8.437695	8.01105	8.297287
"1415909_at"	10.875507	10.696351	10.686087	10.624212	10.964816	10.678321	10.705239	10.55706
"1415910_s_at"	10.746602	10.496653	10.468389	10.45425	10.909915	10.48157	10.438066	10.496715
"1415911_at"	8.97939	8.983969	8.836525	8.959319	8.955661	8.969183	8.831274	8.831539
"1415912_a_at"	14.659142	14.679932	14.650406	14.660225	14.674806	14.64085	14.676097	14.659646
"1415913_at"	8.669182	8.678588	8.407406	8.616498	8.745285	8.781314	8.447432	8.639955
"1415914_at"	13.449379	13.265038	13.252815	13.238844	13.469969	13.209711	13.266817	13.264371
"1415915_at"	11.272268	11.156452	11.103159	11.152372	11.208715	11.035474	11.172518	11.089821
"1415916_a_at"	10.87196	10.784969	10.805555	10.833327	10.992031	10.591401	10.91427	10.865143
"1415917_at"	10.40468	10.263912	10.300191	10.319374	10.373703	10.100599	10.300857	10.342714
"1415918_a_at"	13.831316	13.975529	13.945933	13.995673	13.801447	13.948436	13.978687	13.95441
"1415919_at"	7.94496	7.618677	7.663392	7.800002	7.887016	7.720635	7.555973	7.520078
"1415920_at"	9.41405	9.580552	9.494842	9.450893	9.401074	9.533319	9.555254	9.474446
"1415921_a_at"	5.263593	5.189117	5.468077	5.403922	5.231791	5.202812	5.498793	5.466244
"1415922_s_at"	10.020093	9.764862	9.66586	9.82907	9.874025	10.060353	9.637571	9.74278
"1415923_at"	4.263104	4.378422	4.372107	4.245696	4.328751	4.145188	4.395141	4.271738
"1415924_at"	4.237164	4.104528	4.24256	4.153094	4.490702	4.146743	4.298378	4.239213
"1415925_a_at"	10.2519	10.194694	10.088627	10.006608	10.228971	10.064031	10.179099	9.991632
"1415926_at"	10.879624	10.728413	10.62865	10.574983	10.818822	10.622023	10.666021	10.648993
"1415927_at"	6.817053	6.754308	6.929174	6.730006	6.860485	6.794392	6.932843	6.981137
"1415928_a_at"	10.538461	10.510616	10.48276	10.51211	10.446317	10.545093	10.417379	10.483424
"1415929_at"	10.24536	10.254107	10.179736	10.284085	10.181817	10.268029	10.178926	10.168831
"1415930_a_at"	11.102863	11.18487	11.069911	11.145201	11.072377	11.240809	10.936634	11.044424
"1415931_at"	4.968839	4.984234	4.916458	4.896759	4.803965	4.915982	5.277089	5.06707
"1415932_x_at"	7.001287	6.879613	6.987358	6.900076	6.911436	7.07838	7.036295	6.977169
"1415933_a_at"	13.446582	13.547789	13.601321	13.609892	13.390613	13.596768	13.53638	13.608023
"1415934_at"	10.16346	10.248457	10.188572	10.180186	10.191813	10.142902	10.219725	10.162271
"1415935_at"	5.156268	5.141564	5.240718	5.102154	5.20429	5.212592	5.348922	5.287196
"1415936_at"	5.62788	5.528896	5.515895	5.419252	5.653301	5.345671	5.98808	5.676777
"1415937_s_at"	8.506203	8.456811	8.513024	8.463318	8.415963	8.52065	8.489291	8.475909
"1415938_at"	4.914554	5.077106	5.021999	4.977098	4.972207	5.020354	5.009499	5.014119
"1415939_at"	5.554398	5.588394	5.53987	5.576903	5.563204	5.581889	5.77271	5.591858
"1415940_at"	9.000811	8.762065	8.525016	8.543098	8.766483	8.555493	8.728724	8.66861
"1415941_s_at"	6.364824	6.397238	6.398433	6.299662	6.518576	6.417447	6.349203	6.351403
"1415942_at"	14.625446	14.621177	14.618045	14.627367	14.645317	14.615006	14.612839	14.629045
"1415943_at"	7.852443	7.629644	8.17231	7.876787	7.943149	7.666193	8.348425	7.83403
"1415944_at"	7.027073	7.113141	7.232679	7.157212	7.09658	7.004842	7.198926	7.315504
"1415945_at"	10.479008	10.487436	10.438244	10.53654	10.564502	10.364418	10.589814	10.531832
"1415946_at"	10.151792	9.936928	9.795881	9.956794	10.122163	9.937406	9.90581	9.928911
"1415947_at"	10.206728	9.694133	9.761985	9.837108	9.947844	9.857009	9.534874	9.526966
"1415948_at"	8.237219	7.685162	8.224544	8.116304	8.075023	8.15962	7.766866	7.748201
"1415949_at"	9.078574	7.00188	9.674873	9.663817	6.791196	9.777314	7.573105	7.686355
"1415950_a_at"	13.04691	12.967224	12.999932	12.948691	13.083585	12.957205	12.985317	12.951492
"1415951_at"	7.606385	7.251009	8.028097	7.623036	7.243711	7.824075	7.66684	7.784314
"1415952_at"	9.732702	9.562787	9.492177	9.560777	9.620116	9.690866	9.573033	9.553621
"1415953_s_at"	7.436047	7.290841	7.598246	7.29911	7.366803	7.375994	7.623161	7.52356
"1415954_at"	9.127509	9.243523	8.41357	9.075728	9.059698	9.244189	8.45835	9.037386
"1415955_x_at"	7.889029	7.803371	7.899031	7.891751	7.920387	7.790763	7.847157	8.049158
"1415956_a_at"	8.585872	8.382601	8.366848	8.557821	8.427012	8.589599	8.538201	8.643639
