"","affy_mouse430a_2","mgi_symbol"
"33540","1422650_a_at","Riok3"
"33541","1415747_s_at","Riok3"
"33542","1460670_at","Riok3"
"33543","","Riok3"
"33544","1425562_s_at","Riok3"
"33545","","Trbv12-2"
"33546","1422425_at","Sprr2k"
"33547","","Aars2"
"33548","","Gm43026"
"33549","","A330094K24Rik"
"33550","","Plac8l1"
"33551","","Gm14509"
"33552","","Gm42850"
"33553","","Gm43842"
"33554","","Gm47945"
"33555","","Gm43135"
"33556","","Nlrp4a"
"33557","","Gm43134"
"33558","","Gm2308"
"33559","","Gm13724"
"33560","","Gm44519"
"33561","","Gm13337"
"33562","","Gm28992"
"33563","","Vmn2r61"
"33564","","Gm45864"
"33565","","Gm18086"
"33566","1418851_at","Trim39"
"33567","","Trim39"
"33568","","Gm6312"
"33569","1427628_at","Trbv13-2"
"33570","1429352_at","Mocos"
"33571","","Mocos"
"33572","","Sirpa"
"33573","1416986_a_at","Sirpa"
"33574","1448534_at","Sirpa"
"33575","1416985_at","Sirpa"
"33576","","1700061N14Rik"
"33577","","Rpl23a-ps7"
"33578","","Gm45145"
"33579","1417216_at","Gm21182"
"33580","1429041_at","Gm21092"
"33581","","Vmn2r-ps58"
"33582","","Klk15"
"33583","","Scgb2b33"
"33584","","Trbv12-3"
"33585","","Cldn24"
"33586","","Gm13491"
"33587","","Tas2r134"
"33588","1452062_at","Prpsap2"
"33589","","Prpsap2"
"33590","1432416_a_at","Npm1"
"33591","1415839_a_at","Npm1"
"33592","","Npm1"
"33593","","Pld6"
"33594","","Gm13490"
"33595","1416614_at","Eid1"
"33596","1448406_at","Eid1"
"33597","1448405_a_at","Eid1"
"33598","","Gm45812"
"33599","","Gm31224"
"33600","","Shc4"
"33601","","Cnot11"
"33602","","Gm9162"
"33603","","Gm28559"
"33604","1438467_at","Mgl2"
"33605","","Mgl2"
"33606","","Gm6003"
"33607","","Scgb2b18"
"33608","1425182_x_at","Klk1b1"
"33609","1420701_at","Klk1b1"
"33610","","Scgb1b18"
"33611","","Scgb2b19"
"33612","","Gm45343"
"33613","","Gm13725"
"33614","","Gm45342"
"33615","1422952_at","Sapcd1"
"33616","","Gm21915"
"33617","1417452_a_at","Fau"
"33618","","Fau"
"33619","","Asb1"
"33620","1449463_at","Klk1b8"
"33621","","Cldn22"
"33622","1424280_at","Mospd1"
"33623","1417198_at","Wwc2"
"33624","1417195_at","Wwc2"
"33625","1417196_s_at","Wwc2"
"33626","1417197_at","Wwc2"
"33627","1448611_at","Wwc2"
"33628","","Wwc2"
"33629","1425665_a_at","Srp54c"
"33630","1416154_at","Srp54c"
"33631","1416153_at","Srp54c"
"33632","1449172_a_at","Lin7b"
"33633","1418683_at","Lin7b"
"33634","1439239_at","Lin7b"
"33635","1439240_x_at","Lin7b"
"33636","","Slc36a4"
"33637","1425120_x_at","Ifi27l2b"
"33638","","Klk1b2-ps"
"33639","","Gm10855"
"33640","","Klk1b7-ps"
"33641","","Gm10484"
"33642","1454903_at","Ngfr"
"33643","1421241_at","Ngfr"
"33644","1450177_at","Ngfr"
"33645","","Gm43728"
"33646","","Gm21488"
"33647","","Gm20535"
"33648","","Gm43623"
"33649","","Ctla4"
"33650","1419334_at","Ctla4"
"33651","","Gm43727"
"33652","","Gm43577"
"33653","","Gm43113"
"33654","","Cpsf3"
"33655","1437852_x_at","Cpsf3"
"33656","1422855_at","Cpsf3"
"33657","","Gm44945"
"33658","1425182_x_at","Klk1b9"
"33659","1420786_a_at","Gm21708"
"33660","","Gm28454"
"33661","","1810012K08Rik"
"33662","1433618_at","Tmem250-ps"
"33663","","Fam177a2"
"33664","","Cyp4f17"
"33665","","Gm14304"
"33666","","Gm28878"
"33667","","Gm4349"
"33668","","Gm28879"
"33669","1426278_at","Ifi27l2a"
"33670","","Gm18820"
"33671","","Gm29369"
"33672","1426767_at","Wdr90"
"33673","","Wdr90"
"33674","1417478_a_at","Gm2446"
"33675","1417479_at","Gm2446"
"33676","","Ppfia3"
"33677","1416833_at","Keg1"
"33678","","Keg1"
"33679","","Gm47436"
"33680","","Gm48352"
"33681","","Gm21506"
"33682","","Gm8171"
"33683","1425665_a_at","Srp54b"
"33684","1416154_at","Srp54b"
"33685","1416153_at","Srp54b"
"33686","","Srp54b"
"33687","1420786_a_at","Gm21704"
"33688","","Tmem106b"
"33689","1452290_at","Tmem106b"
"33690","1421761_a_at","Barx2"
"33691","","Gm45198"
"33692","","Gm44756"
"33693","1429321_at","Rnf149"
"33694","","Rnf149"
"33695","","Gm13492"
"33696","","Gm21147"
"33697","","Gm48288"
"33698","1448292_at","Gm16418"
"33699","1417451_a_at","Gm13493"
"33700","","Gm33354"
"33701","1419136_at","Akr1c18"
"33702","1421541_a_at","Mef2b"
"33703","1419344_at","Tcte1"
"33704","","Rpl18-ps1"
"33705","","1700023C21Rik"
"33706","","Gm31497"
"33707","1427756_x_at","Ighg1"
"33708","1425247_a_at","Ighg1"
"33709","1425324_x_at","Ighg1"
"33710","1427870_x_at","Ighg1"
"33711","1434199_at","Tmem151b"
"33712","","Gm11672"
"33713","1426686_s_at","Map3k3"
"33714","1436522_at","Map3k3"
"33715","1426687_at","Map3k3"
"33716","","Map3k3"
"33717","1451773_s_at","Polr3f"
"33718","1439075_at","Polr3f"
"33719","","Polr3f"
"33720","","Pomgnt1"
"33721","1426618_a_at","Pomgnt1"
"33722","","Gm15962"
"33723","","Prickle3"
"33724","1439296_at","Prickle3"
"33725","","2810402E24Rik"
"33726","","Gm4846"
"33727","1450274_at","Gm5594"
"33728","","Vmn2r-ps59"
"33729","","Vmn2r-ps60"
"33730","","Lmbrd2"
"33731","","1810062O18Rik"
"33732","","Gm26555"
"33733","","Gm48335"
"33734","","9530003J23Rik"
"33735","","Gm47883"
"33736","","Gm15029"
"33737","1451484_a_at","Syn1"
"33738","","Prorsd1"
"33739","1422497_at","Slc30a5"
"33740","","Slc30a5"
"33741","","Gm4847"
"33742","","Gm48537"
"33743","","Dock4"
"33744","","Kif27"
"33745","","Olfr1149-ps1"
"33746","","Smkr-ps"
"33747","","Gm29399"
"33748","","Gm47261"
"33749","","Stox1"
"33750","1423062_at","Igfbp3"
"33751","","Igfbp3"
"33752","","Gm29400"
"33753","1427468_at","Ppp3cb"
"33754","1433835_at","Ppp3cb"
"33755","","Ppp3cb"
"33756","","Gm29401"
"33757","1429321_at","Gm15832"
"33758","","Gm20891"
"33759","","Gm14584"
"33760","","Gm20893"
"33761","","Gm28799"
"33762","1420696_at","Sema3c"
"33763","","Sema3c"
"33764","1452880_at","Znhit3"
"33765","","Znhit3"
"33766","","Gm17660"
"33767","","Gm10936"
"33768","","Gm49257"
"33769","1439426_x_at","Lyz2"
"33770","1436996_x_at","Lyz2"
"33771","1423547_at","Lyz2"
"33772","1424882_a_at","Nt5dc2"
"33773","","Nt5dc2"
"33774","","Gm18514"
"33775","1418882_at","Nlrp5"
"33776","","Nlrp5"
"33777","","Scgb1b19"
"33778","1453572_a_at","Plp2"
"33779","1422797_at","Lamtor2"
"33780","","Tmem150b"
"33781","1451836_at","Tmem150b"
"33782","","Gm41821"
"33783","","Gm9167"
"33784","","Gm49889"
"33785","1419003_at","Bves"
"33786","","Bves"
"33787","","Mnat1"
"33788","1432177_a_at","Mnat1"
"33789","1431177_a_at","Rpl10a"
"33790","","Rpl10a"
"33791","","Gm43333"
"33792","","4933436P19Rik"
"33793","","Gm47267"
"33794","1449995_at","4933421I07Rik"
"33795","","Gm9978"
"33796","1439426_x_at","Lyz1"
"33797","1436996_x_at","Lyz1"
"33798","1422157_a_at","Itgb1bp1"
"33799","","Itgb1bp1"
"33800","","Gm30232"
"33801","","Faddos"
"33802","1423099_a_at","Mettl3"
"33803","","Mettl3"
"33804","1416888_at","Fadd"
"33805","1419551_s_at","Stk39"
"33806","1419550_a_at","Stk39"
"33807","1431434_at","Stk39"
"33808","","Stk39"
"33809","","Gm48873"
"33810","","Zkscan16"
"33811","1455767_x_at","Gm8557"
"33812","1448691_at","Ubqln4"
"33813","1448692_at","Ubqln4"
"33814","","Ubqln4"
"33815","1428063_at","Ankrd46"
"33816","","Ankrd46"
"33817","1426602_at","Araf"
"33818","","Araf"
"33819","1449199_at","Muc1"
"33820","","Tex38"
"33821","1451183_at","Myo19"
"33822","","Myo19"
"33823","","Brsk1"
"33824","","Mab21l3"
"33825","1448954_at","Nrip3"
"33826","1431597_a_at","Nrip3"
"33827","1418104_at","Nrip3"
"33828","","Nrip3"
"33829","1455171_at","Kmt5b"
"33830","1451817_at","Kmt5b"
"33831","1434999_at","Kmt5b"
"33832","1425740_at","Kmt5b"
"33833","","Kmt5b"
"33834","1427508_at","Arsi"
"33835","1424157_at","Ehd2"
"33836","1424158_at","Ehd2"
"33837","","Ehd2"
"33838","","Gm10577"
"33839","1436030_at","Cachd1"
"33840","1436031_at","Cachd1"
"33841","","Cachd1"
"33842","1419342_at","Tram2"
"33843","1456461_at","Tram2"
"33844","","Tram2"
"33845","","Slc2a6"
"33846","","Trbv13-3"
"33847","1460247_a_at","Skp2"
"33848","1437033_a_at","Skp2"
"33849","1436000_a_at","Skp2"
"33850","1449293_a_at","Skp2"
"33851","1418969_at","Skp2"
"33852","1425072_at","Skp2"
"33853","","Skp2"
"33854","1425048_a_at","Gm5504"
"33855","","Platr31"
"33856","","Tigar"
"33857","1419328_at","Sema4f"
"33858","","Sema4f"
"33859","","Rpl7a-ps14"
"33860","1450642_at","Secisbp2l"
"33861","1456120_at","Secisbp2l"
"33862","","Secisbp2l"
"33863","","Gm13703"
"33864","","Gm13433"
"33865","1451233_at","Traf2"
"33866","1453473_a_at","Dynlt1c"
"33867","1428116_a_at","Dynlt1c"
"33868","","Dynlt1c"
"33869","1430292_a_at","Smim8"
"33870","","Smim8"
"33871","","Crhbp"
"33872","1450831_at","Pou3f2"
"33873","1449444_a_at","Mfap1b"
"33874","1439429_x_at","Dtx2"
"33875","1421720_a_at","Dtx2"
"33876","","Dtx2"
"33877","","Borcs8"
"33878","","Gm47963"
"33879","","Vmn2r43"
"33880","1426232_at","Msantd2"
"33881","","Msantd2"
"33882","1427503_at","Ighg3"
"33883","1447998_at","Ighg3"
"33884","","Gm30731"
"33885","","Gm28962"
"33886","","Gm15895"
"33887","1431920_a_at","Il34"
"33888","","Il34"
"33889","","Slc38a8"
"33890","","Cfap54"
"33891","1436064_x_at","Gm11878"
"33892","1428530_x_at","Gm11878"
"33893","","Zfp708"
"33894","","Gm11881"
"33895","","Gm11879"
"33896","","Gm48711"
"33897","","Mtnr1b"
"33898","1420582_at","Cd209e"
"33899","1449581_at","Emid1"
"33900","","Emid1"
"33901","1420978_at","Nrf1"
"33902","1424787_a_at","Nrf1"
"33903","","Nrf1"
"33904","1434627_at","Nrf1"
"33905","1442169_at","Vldlr"
"33906","1434465_x_at","Vldlr"
"33907","1451156_s_at","Vldlr"
"33908","1417900_a_at","Vldlr"
"33909","","Vldlr"
"33910","1417895_a_at","Tmem54"
"33911","1416877_a_at","Gm14017"
"33912","","Gdf11"
"33913","","Gm17938"
"33914","","Gm42888"
"33915","","Zfp712"
"33916","","Gm43371"
"33917","","Kctd8"
"33918","1416629_at","Slc1a5"
"33919","","Slc1a5"
"33920","","Gm10840"
"33921","1415779_s_at","Actg1"
"33922","","Actg1"
"33923","1429104_at","Limd2"
"33924","1460738_at","Limd2"
"33925","1456377_x_at","Limd2"
"33926","","Limd2"
"33927","1416114_at","Sparcl1"
"33928","","Sparcl1"
"33929","1427574_s_at","Sh3d19"
"33930","1449084_s_at","Sh3d19"
"33931","1418461_at","Sh3d19"
"33932","1418460_at","Sh3d19"
"33933","","Gm43229"
"33934","","Gm43373"
"33935","","Gm48705"
"33936","","D130004A15Rik"
"33937","","Gm28557"
"33938","","Gm43230"
"33939","","Gm43374"
"33940","","Gm15894"
"33941","","Gm28220"
"33942","","Gm13348"
"33943","1422473_at","Pde4b"
"33944","","Pde4b"
"33945","1422474_at","Pde4b"
"33946","","Gm13343"
"33947","","Pde11a"
"33948","","Bsph1"
"33949","","Rslcan18"
"33950","","Gm14018"
"33951","","Pigw"
"33952","1452668_x_at","Rab2b"
"33953","1455857_a_at","Rab2b"
"33954","1452667_at","Rab2b"
"33955","1428115_a_at","Rab2b"
"33956","1436923_at","Rab2b"
"33957","","Rab2b"
"33958","","Gm46440"
"33959","","Gm28287"
"33960","","Cyb5r1"
"33961","1424048_a_at","Cyb5r1"
"33962","","Gm17140"
"33963","","Gm26703"
"33964","1450790_at","Tg"
"33965","","Tg"
"33966","","Otud1"
"33967","","Gm28798"
"33968","","Gm47348"
"33969","","Gm13347"
"33970","","Gm28797"
"33971","","Gm13346"
"33972","1416765_s_at","Pam16"
"33973","","Pam16"
"33974","","Gm47944"
"33975","","Olfr1150-ps1"
"33976","","Olfr1358"
"33977","","Lin28b"
"33978","","Gm50198"
"33979","","Sec14l4"
"33980","1424676_s_at","Sec14l4"
"33981","","Gm5951"
"33982","","Rnf125"
"33983","","Fbxl18"
"33984","","Gm18159"
"33985","","Gm20400"
"33986","1426183_a_at","Cd209d"
"33987","1419496_at","Slco1a6"
"33988","","Slco1a6"
"33989","","Trpv1"
"33990","1420605_at","Mtag2"
"33991","1420605_at","Gm45619"
"33992","","Gm3509"
"33993","1423100_at","Fos"
"33994","","Olfr662-ps1"
"33995","","Olfr663"
"33996","","Slc22a15"
"33997","","D430018E03Rik"
"33998","1416598_at","Glis2"
"33999","1416599_at","Glis2"
"34000","","Glis2"
"34001","1454152_a_at","Grk4"
"34002","1420355_at","Grk4"
"34003","","Grk4"
"34004","","Gm10300"
"34005","1425833_a_at","Hpca"
"34006","1450930_at","Hpca"
"34007","","Hpca"
"34008","","Gm13063"
"34009","","Wdr49"
"34010","1425015_at","Ephb2"
"34011","1425016_at","Ephb2"
"34012","","Ephb2"
"34013","1454022_at","Ephb2"
"34014","1424092_at","Epb41"
"34015","","Epb41"
"34016","","1810007D17Rik"
"34017","","Gm17836"
"34018","","Gm44254"
"34019","","Gm32052"
"34020","1451704_at","Scgb2b20"
"34021","","Gm20820"
"34022","","Gm2693"
"34023","","1110017D15Rik"
"34024","","Tmem14a"
"34025","1425048_a_at","Gm2607"
"34026","","Bsph2-ps"
"34027","","Grip2"
"34028","","Scgb1b20"
"34029","","Olfr1151"
"34030","","Gm47569"
"34031","","Gm5732"
"34032","","Gm41073"
"34033","","Gm28794"
"34034","","Olfr1152"
"34035","","Gm43054"
"34036","","Gm13745"
"34037","","Rint1"
"34038","","Gm13770"
"34039","","Tmem50a"
"34040","","Tmem181c-ps"
"34041","1418225_at","Orc2"
"34042","1418227_at","Orc2"
"34043","1418226_at","Orc2"
"34044","","Orc2"
"34045","1453473_a_at","Dynlt1f"
"34046","1428117_x_at","Dynlt1f"
"34047","1428116_a_at","Dynlt1f"
"34048","","H2-M10.2"
"34049","","Atpaf1"
"34050","","Gm47054"
"34051","","Hs3st5"
"34052","1426094_at","Gm20683"
"34053","","Gm28796"
"34054","","Gm12470"
"34055","","Prss48"
"34056","","Usp54"
"34057","1418638_at","H2-DMb1"
"34058","1449580_s_at","H2-DMb1"
"34059","","Fsd1l"
"34060","","Gm15028"
"34061","1460227_at","Timp1"
"34062","","0610009L18Rik"
"34063","","BC055308"
"34064","","Gm28963"
"34065","1419171_at","Fam174a"
"34066","1419170_at","Fam174a"
"34067","","Fam174a"
"34068","1450587_at","H2-M10.1"
"34069","","1700025O08Rik"
"34070","","Gsc2"
"34071","1460405_at","Arhgef10l"
"34072","","Arhgef10l"
"34073","","Gm3654"
"34074","","Olfr1153"
"34075","1435830_a_at","Rab7b"
"34076","1424987_at","Rab7b"
"34077","","Rab7b"
"34078","","Olfr1284"
"34079","","Gm29466"
"34080","","Olfr1154"
"34081","","Gm11884"
"34082","","Gm28380"
"34083","","Gm29467"
"34084","","Olfr1155"
"34085","1448925_at","Twist2"
"34086","","Twist2"
"34087","","S100z"
"34088","1449255_a_at","Gm13413"
"34089","","9230116L04Rik"
"34090","","Gm11888"
"34091","","Olfr1156"
"34092","","Vmn2r-ps45"
"34093","","Rnf40"
"34094","","Gm17816"
"34095","","Gm42560"
"34096","1418541_at","Cenpo"
"34097","1418542_s_at","Cenpo"
"34098","1453991_at","Cenpo"
"34099","","Cenpo"
"34100","1453659_at","Cenpo"
"34101","1417429_at","Fmo1"
"34102","","Fmo1"
"34103","","Crtc1"
"34104","","Gm21724"
"34105","","Gm11889"
"34106","","Gm29100"
"34107","1455860_at","Pigh"
"34108","","Pigh"
"34109","","Gm20963"
"34110","","Gm45630"
"34111","","Gm29101"
"34112","","Gm12156"
"34113","","Gm50445"
"34114","1432419_a_at","Mob2"
"34115","","Mob2"
"34116","","Gm50443"
"34117","","Gm11890"
"34118","","Gm13553"
"34119","1421365_at","Fst"
"34120","","Gm28326"
"34121","","Mamdc2"
"34122","1421666_a_at","Aanat"
"34123","1422191_at","Cd200r1"
"34124","","Gm28448"
"34125","","Gm6588"
"34126","1429615_at","Zfp91"
"34127","1429616_at","Zfp91"
"34128","1426327_s_at","Zfp91"
"34129","1422033_a_at","Zfp91"
"34130","1426326_at","Zfp91"
"34131","","Gm7696"
"34132","","Gm11892"
"34133","1424764_at","Sez6l"
"34134","","Sez6l"
"34135","","Gm28325"
"34136","1435053_s_at","Plekhh1"
"34137","1452517_at","Plekhh1"
"34138","","Plekhh1"
"34139","1419540_at","Fthl17c"
"34140","","Vmn2r44"
"34141","1422672_at","Sprr1b"
"34142","","Gm43766"
"34143","1436049_at","Tox4"
"34144","1416574_at","Tox4"
"34145","","Tox4"
"34146","","Gm11891"
"34147","1422401_at","Sprr3"
"34148","","Gm21405"
"34149","","Gm27243"
"34150","1423846_x_at","Gm3756"
"34151","1450331_s_at","Vmn2r-ps46"
"34152","","Gm47465"
"34153","","Tpi-rs4"
"34154","","Gm14457"
"34155","","Gm47481"
"34156","","Gm37377"
"34157","","Gm28284"
"34158","","Gm47496"
"34159","","Gm7513"
"34160","","Gm49787"
"34161","","Fkrp"
"34162","","Gm29368"
"34163","","Vmn2r90"
"34164","","Rhbdf2"
"34165","","Gm21112"
"34166","","Gm47040"
"34167","1427765_a_at","Trbv14"
"34168","","Prdm15"
"34169","1431980_a_at","As3mt"
"34170","","As3mt"
"34171","1450331_s_at","Vmn2r45"
"34172","","Gm47349"
"34173","","Olfr1157"
"34174","","Gm47351"
"34175","","Gm32243"
"34176","1434432_at","Rffl"
"34177","1431748_a_at","Rffl"
"34178","","Rffl"
"34179","","Gm47352"
"34180","","Shb"
"34181","","Gm49376"
"34182","1422033_a_at","Cntf"
"34183","1426209_at","Strn4"
"34184","","Strn4"
"34185","","Gm13397"
"34186","","Gm5195"
"34187","1436928_s_at","Adcy3"
"34188","1421959_s_at","Adcy3"
"34189","1421960_at","Adcy3"
"34190","","Adcy3"
"34191","","Gm13398"
"34192","1422407_s_at","Hras"
"34193","1424132_at","Hras"
"34194","1435357_at","Rsrp1"
"34195","1417001_a_at","Rsrp1"
"34196","1448538_a_at","Rsrp1"
"34197","1427019_at","Ptprz1"
"34198","1452284_at","Ptprz1"
"34199","1418690_at","Ptprz1"
"34200","","Ptprz1"
"34201","","Gm47164"
"34202","","Smim4"
"34203","","Lrriq1"
"34204","1449444_a_at","Mfap1a"
"34205","1449445_x_at","Mfap1a"
"34206","1419370_a_at","Mfap1a"
"34207","1417777_at","Ptgr1"
"34208","","4933427G23Rik"
"34209","","Alkbh1"
"34210","","Gm28219"
"34211","","Gm28218"
"34212","1421414_a_at","Sema6a"
"34213","1425903_at","Sema6a"
"34214","","Sema6a"
"34215","","Gm49094"
"34216","1431843_a_at","Nfkbie"
"34217","1448167_at","Ifngr1"
"34218","","Ifngr1"
"34219","1426877_a_at","Pbrm1"
"34220","1426878_at","Pbrm1"
"34221","1427266_at","Pbrm1"
"34222","","Pbrm1"
"34223","","Gm48694"
"34224","","Gm48703"
"34225","","Gm48704"
"34226","","Vmn2r-ps92"
"34227","","Gm32296"
"34228","1422246_at","Dspp"
"34229","","Gm31105"
"34230","","Trbv15"
"34231","1448814_at","Gab1"
"34232","1417693_a_at","Gab1"
"34233","1417694_at","Gab1"
"34234","","Gab1"
"34235","1420681_at","1700120K04Rik"
"34236","","Gm20647"
"34237","","Trbv16"
"34238","","Ppil3"
"34239","","Gm44759"
"34240","1419017_at","Corin"
"34241","","Corin"
"34242","","Gm5100"
"34243","","Trbv17"
"34244","","Olfr1285"
"34245","1437450_x_at","Rtraf-ps"
"34246","1448238_at","Rtraf-ps"
"34247","","Ssr2"
"34248","1449930_a_at","Ssr2"
"34249","","Etd"
"34250","","Gm21119"
"34251","","Olfr1286"
"34252","","Gm6887"
"34253","1421776_at","Olfr74"
"34254","","Gm15427"
"34255","","Olfr1158"
"34256","","Olfr1287"
"34257","","Gm48293"
"34258","","Gm40923"
"34259","1451882_a_at","Fgf8"
"34260","","Fscn2"
"34261","","Trbv18"
"34262","","Gm48294"
"34263","","Gm37642"
"34264","","Trbv19"
"34265","","Clmp"
"34266","1448251_at","Clmp"
"34267","1448250_at","Clmp"
"34268","1419186_a_at","St8sia4"
"34269","1430391_a_at","St8sia4"
"34270","","St8sia4"
"34271","","Il27"
"34272","1437323_a_at","Iapp"
"34273","1423510_at","Iapp"
"34274","1423509_a_at","Iapp"
"34275","1456004_x_at","Iapp"
"34276","","Iapp"
"34277","1454627_a_at","Gm50422"
"34278","1418220_at","Foxf2"
"34279","1419326_at","1700028P14Rik"
"34280","","Chd2"
"34281","","Sspo"
"34282","","Gm29362"
"34283","1428554_a_at","Slirp"
"34284","","Trbv20"
"34285","1449203_at","Slco1a5"
"34286","1427403_at","Slco1a5"
"34287","","Slco1a5"
"34288","","Gm14619"
"34289","1455767_x_at","Gm12411"
"34290","1429077_x_at","Gm12411"
"34291","","Lrrc10b"
"34292","1416174_at","Rbbp9"
"34293","1419364_a_at","Gm9493"
"34294","1417551_at","Cln3"
"34295","","Cln3"
"34296","","Gm47361"
"34297","","A230103O09Rik"
"34298","1419268_at","Agr2"
"34299","1455802_x_at","Agr2"
"34300","","Agr2"
"34301","","Gm7997"
"34302","","Gm16095"
"34303","","Gm16096"
"34304","","Gm49592"
"34305","1419540_at","Fthl17d"
"34306","","Gm20005"
"34307","1450350_a_at","Jdp2"
"34308","","Jdp2"
"34309","","Gm15221"
"34310","","Gm48910"
"34311","1451184_at","Gm9431"
"34312","","Rad21l"
"34313","","Olfr1288"
"34314","1449133_at","Sprr1a"
"34315","","Prorp"
"34316","","Olfr1289"
"34317","","4930598F16Rik"
"34318","","Gm37761"
"34319","","Gm14865"
"34320","1428188_at","Strada"
"34321","","Strada"
"34322","","Gm48911"
"34323","1429002_at","Snw1"
"34324","1429003_at","Snw1"
"34325","","Snw1"
"34326","","Olfr1290"
"34327","","Gm34756"
"34328","1420819_at","Sla"
"34329","1420818_at","Sla"
"34330","","Sla"
"34331","","Gm48912"
"34332","","Trbv21"
"34333","","Gm17186"
"34334","","Gm20861"
"34335","","Tex13c2"
"34336","","Gm11379"
"34337","","Gm20860"
"34338","","H2-M10.3"
"34339","1451184_at","Gm5641"
"34340","","Gm20946"
"34341","","Bsph2"
"34342","","Trbv22"
"34343","","Gm13778"
"34344","1423111_at","Atp5a1"
"34345","1449710_s_at","Atp5a1"
"34346","1452616_s_at","Gm12115"
"34347","1427965_at","Gm12115"
"34348","","Trbv23"
"34349","","Trbv24"
"34350","","Gm12408"
"34351","1455767_x_at","Gm10045"
"34352","1429077_x_at","Gm10045"
"34353","","Gm47863"
"34354","1449331_a_at","Rapsn"
"34355","","Stk-ps1"
"34356","","Gm17079"
"34357","1438534_x_at","BC004004"
"34358","1416608_a_at","BC004004"
"34359","1416609_at","BC004004"
"34360","1434276_x_at","BC004004"
"34361","1455767_x_at","BC004004"
"34362","1429077_x_at","BC004004"
"34363","","BC004004"
"34364","1421868_a_at","Pnlip"
"34365","1433431_at","Pnlip"
"34366","1416016_at","Tap1"
"34367","1448177_at","Tap1"
"34368","","Tap1"
"34369","","4930467J12Rik"
"34370","","Trbv25"
"34371","","Gm13432"
"34372","","Gm28057"
"34373","","Gm20797"
"34374","","H2-M10.5-ps1"
"34375","1426504_a_at","Rnf121"
"34376","1426503_a_at","Rnf121"
"34377","","Rnf121"
"34378","","Gm21796"
"34379","1450806_at","Tlx3"
"34380","","Lgals1-ps1"
"34381","","Adcy5"
"34382","","Zbed4-ps1"
"34383","","Gm50383"
"34384","1419528_at","Sult2a5"
"34385","","Gm5800"
"34386","1450264_a_at","Chka"
"34387","","Chka"
"34388","","Gm21861"
"34389","1427849_a_at","Trbv26"
"34390","1423508_at","Kat6b-ps1"
"34391","","Gm38224"
"34392","1419486_at","Foxc1"
"34393","1419485_at","Foxc1"
"34394","","Lrrc75b"
"34395","1454064_a_at","Rnf138"
"34396","1419369_at","Rnf138"
"34397","1419368_a_at","Rnf138"
"34398","","Vmn2r-ps47"
"34399","","4930439D14Rik"
"34400","","Nhlh2"
"34401","","Gm10531"
"34402","","Gm21413"
"34403","","Gm28073"
"34404","","Gm829"
"34405","","Gm28694"
"34406","1448362_at","Dnajc7"
"34407","","Dnajc7"
"34408","","Gm12410"
"34409","","Mob3c"
